target,n,mean_residual,median_residual,std_residual,rmse,q1,q3,skewness
pce,79,-0.01563126489180555,-0.12508735656738423,1.6029179369368276,1.5928172786023633,-0.8337692642211927,0.6539599418640163,1.2083668576252606
voc,79,-0.005071068694923498,-0.005308961868286111,0.036463528821247954,0.036585166832125926,-0.02349455261230471,0.008540549516677876,0.23650419311168877
jsc,79,0.28786223812827566,0.1469597625732426,2.152480902359295,2.1580989158438726,-0.5233611740112298,0.7892073059082012,2.286460614883409
ff,79,-0.1635900098583362,-0.33591644287109546,3.271695753201433,3.2550362838650893,-2.4135311889648463,1.7518672180175798,0.5399737761975918
