candidate_name,core,spacer,anchor,substituent,design_family,smiles,canonical_smiles,valid_smiles,candidate_id
carbazole_C3_Br/Me,carbazole,C3,phosphonic acid,Br/Me,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(Br)cc2c2cc(C)ccc21,Cc1ccc2c(c1)c1cc(Br)ccc1n2CCCP(=O)(O)O,True,VSAM-0182
carbazole_C3_Br/OMe,carbazole,C3,phosphonic acid,Br/OMe,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(Br)cc2c2cc(OC)ccc21,COc1ccc2c(c1)c1cc(Br)ccc1n2CCCP(=O)(O)O,True,VSAM-0183
carbazole_C3_Br/CN,carbazole,C3,phosphonic acid,Br/CN,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(Br)cc2c2cc(C#N)ccc21,N#Cc1ccc2c(c1)c1cc(Br)ccc1n2CCCP(=O)(O)O,True,VSAM-0184
carbazole_C3_Br/CF3,carbazole,C3,phosphonic acid,Br/CF3,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(Br)cc2c2cc(C(F)(F)F)ccc21,O=P(O)(O)CCCn1c2ccc(Br)cc2c2cc(C(F)(F)F)ccc21,True,VSAM-0185
carbazole_C3_Br/Ph,carbazole,C3,phosphonic acid,Br/Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(Br)cc2c2cc(c3ccccc3)ccc21,O=P(O)(O)CCCn1c2ccc(Br)cc2c2cc(-c3ccccc3)ccc21,True,VSAM-0186
carbazole_C3_Br/Th,carbazole,C3,phosphonic acid,Br/Th,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(Br)cc2c2cc(c3ccsc3)ccc21,O=P(O)(O)CCCn1c2ccc(Br)cc2c2cc(-c3ccsc3)ccc21,True,VSAM-0187
carbazole_C3_Br/Anisyl,carbazole,C3,phosphonic acid,Br/Anisyl,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(Br)cc2c2cc(c3ccc(OC)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(Br)ccc2n3CCCP(=O)(O)O)cc1,True,VSAM-0188
carbazole_C3_Br/F-Ph,carbazole,C3,phosphonic acid,Br/F-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(Br)cc2c2cc(c3ccc(F)cc3)ccc21,O=P(O)(O)CCCn1c2ccc(Br)cc2c2cc(-c3ccc(F)cc3)ccc21,True,VSAM-0189
carbazole_C3_Br/Cl-Ph,carbazole,C3,phosphonic acid,Br/Cl-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(Br)cc2c2cc(c3ccc(Cl)cc3)ccc21,O=P(O)(O)CCCn1c2ccc(Br)cc2c2cc(-c3ccc(Cl)cc3)ccc21,True,VSAM-0190
carbazole_C3_Br/Me-Ph,carbazole,C3,phosphonic acid,Br/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(Br)cc2c2cc(c3ccc(C)cc3)ccc21,Cc1ccc(-c2ccc3c(c2)c2cc(Br)ccc2n3CCCP(=O)(O)O)cc1,True,VSAM-0191
carbazole_C3_Me/OMe,carbazole,C3,phosphonic acid,Me/OMe,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C)cc2c2cc(OC)ccc21,COc1ccc2c(c1)c1cc(C)ccc1n2CCCP(=O)(O)O,True,VSAM-0192
carbazole_C3_Me/CN,carbazole,C3,phosphonic acid,Me/CN,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C)cc2c2cc(C#N)ccc21,Cc1ccc2c(c1)c1cc(C#N)ccc1n2CCCP(=O)(O)O,True,VSAM-0193
carbazole_C3_Me/CF3,carbazole,C3,phosphonic acid,Me/CF3,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C)cc2c2cc(C(F)(F)F)ccc21,Cc1ccc2c(c1)c1cc(C(F)(F)F)ccc1n2CCCP(=O)(O)O,True,VSAM-0194
carbazole_C3_Me/Ph,carbazole,C3,phosphonic acid,Me/Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C)cc2c2cc(c3ccccc3)ccc21,Cc1ccc2c(c1)c1cc(-c3ccccc3)ccc1n2CCCP(=O)(O)O,True,VSAM-0195
carbazole_C3_Me/Th,carbazole,C3,phosphonic acid,Me/Th,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C)cc2c2cc(c3ccsc3)ccc21,Cc1ccc2c(c1)c1cc(-c3ccsc3)ccc1n2CCCP(=O)(O)O,True,VSAM-0196
carbazole_C3_Me/Anisyl,carbazole,C3,phosphonic acid,Me/Anisyl,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C)cc2c2cc(c3ccc(OC)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(C)ccc2n3CCCP(=O)(O)O)cc1,True,VSAM-0197
carbazole_C3_Me/F-Ph,carbazole,C3,phosphonic acid,Me/F-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C)cc2c2cc(c3ccc(F)cc3)ccc21,Cc1ccc2c(c1)c1cc(-c3ccc(F)cc3)ccc1n2CCCP(=O)(O)O,True,VSAM-0198
carbazole_C3_Me/Cl-Ph,carbazole,C3,phosphonic acid,Me/Cl-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C)cc2c2cc(c3ccc(Cl)cc3)ccc21,Cc1ccc2c(c1)c1cc(-c3ccc(Cl)cc3)ccc1n2CCCP(=O)(O)O,True,VSAM-0199
carbazole_C3_Me/Me-Ph,carbazole,C3,phosphonic acid,Me/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C)cc2c2cc(c3ccc(C)cc3)ccc21,Cc1ccc(-c2ccc3c(c2)c2cc(C)ccc2n3CCCP(=O)(O)O)cc1,True,VSAM-0200
carbazole_C3_OMe/CN,carbazole,C3,phosphonic acid,OMe/CN,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(OC)cc2c2cc(C#N)ccc21,COc1ccc2c(c1)c1cc(C#N)ccc1n2CCCP(=O)(O)O,True,VSAM-0201
carbazole_C3_OMe/CF3,carbazole,C3,phosphonic acid,OMe/CF3,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(OC)cc2c2cc(C(F)(F)F)ccc21,COc1ccc2c(c1)c1cc(C(F)(F)F)ccc1n2CCCP(=O)(O)O,True,VSAM-0202
carbazole_C3_OMe/Ph,carbazole,C3,phosphonic acid,OMe/Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(OC)cc2c2cc(c3ccccc3)ccc21,COc1ccc2c(c1)c1cc(-c3ccccc3)ccc1n2CCCP(=O)(O)O,True,VSAM-0203
carbazole_C3_OMe/Th,carbazole,C3,phosphonic acid,OMe/Th,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(OC)cc2c2cc(c3ccsc3)ccc21,COc1ccc2c(c1)c1cc(-c3ccsc3)ccc1n2CCCP(=O)(O)O,True,VSAM-0204
carbazole_C3_OMe/Anisyl,carbazole,C3,phosphonic acid,OMe/Anisyl,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(OC)cc2c2cc(c3ccc(OC)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(OC)ccc2n3CCCP(=O)(O)O)cc1,True,VSAM-0205
carbazole_C3_OMe/F-Ph,carbazole,C3,phosphonic acid,OMe/F-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(OC)cc2c2cc(c3ccc(F)cc3)ccc21,COc1ccc2c(c1)c1cc(-c3ccc(F)cc3)ccc1n2CCCP(=O)(O)O,True,VSAM-0206
carbazole_C3_OMe/Cl-Ph,carbazole,C3,phosphonic acid,OMe/Cl-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(OC)cc2c2cc(c3ccc(Cl)cc3)ccc21,COc1ccc2c(c1)c1cc(-c3ccc(Cl)cc3)ccc1n2CCCP(=O)(O)O,True,VSAM-0207
carbazole_C3_OMe/Me-Ph,carbazole,C3,phosphonic acid,OMe/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(OC)cc2c2cc(c3ccc(C)cc3)ccc21,COc1ccc2c(c1)c1cc(-c3ccc(C)cc3)ccc1n2CCCP(=O)(O)O,True,VSAM-0208
carbazole_C3_CN/CF3,carbazole,C3,phosphonic acid,CN/CF3,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C#N)cc2c2cc(C(F)(F)F)ccc21,N#Cc1ccc2c(c1)c1cc(C(F)(F)F)ccc1n2CCCP(=O)(O)O,True,VSAM-0209
carbazole_C3_CN/Ph,carbazole,C3,phosphonic acid,CN/Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C#N)cc2c2cc(c3ccccc3)ccc21,N#Cc1ccc2c(c1)c1cc(-c3ccccc3)ccc1n2CCCP(=O)(O)O,True,VSAM-0210
carbazole_C3_CN/Th,carbazole,C3,phosphonic acid,CN/Th,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C#N)cc2c2cc(c3ccsc3)ccc21,N#Cc1ccc2c(c1)c1cc(-c3ccsc3)ccc1n2CCCP(=O)(O)O,True,VSAM-0211
carbazole_C3_CN/Anisyl,carbazole,C3,phosphonic acid,CN/Anisyl,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C#N)cc2c2cc(c3ccc(OC)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(C#N)ccc2n3CCCP(=O)(O)O)cc1,True,VSAM-0212
carbazole_C3_CN/F-Ph,carbazole,C3,phosphonic acid,CN/F-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C#N)cc2c2cc(c3ccc(F)cc3)ccc21,N#Cc1ccc2c(c1)c1cc(-c3ccc(F)cc3)ccc1n2CCCP(=O)(O)O,True,VSAM-0213
carbazole_C3_CN/Cl-Ph,carbazole,C3,phosphonic acid,CN/Cl-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C#N)cc2c2cc(c3ccc(Cl)cc3)ccc21,N#Cc1ccc2c(c1)c1cc(-c3ccc(Cl)cc3)ccc1n2CCCP(=O)(O)O,True,VSAM-0214
carbazole_C3_CN/Me-Ph,carbazole,C3,phosphonic acid,CN/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C#N)cc2c2cc(c3ccc(C)cc3)ccc21,Cc1ccc(-c2ccc3c(c2)c2cc(C#N)ccc2n3CCCP(=O)(O)O)cc1,True,VSAM-0215
carbazole_C3_CF3/Ph,carbazole,C3,phosphonic acid,CF3/Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C(F)(F)F)cc2c2cc(c3ccccc3)ccc21,O=P(O)(O)CCCn1c2ccc(-c3ccccc3)cc2c2cc(C(F)(F)F)ccc21,True,VSAM-0216
carbazole_C3_CF3/Th,carbazole,C3,phosphonic acid,CF3/Th,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C(F)(F)F)cc2c2cc(c3ccsc3)ccc21,O=P(O)(O)CCCn1c2ccc(-c3ccsc3)cc2c2cc(C(F)(F)F)ccc21,True,VSAM-0217
carbazole_C3_CF3/Anisyl,carbazole,C3,phosphonic acid,CF3/Anisyl,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C(F)(F)F)cc2c2cc(c3ccc(OC)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(C(F)(F)F)ccc2n3CCCP(=O)(O)O)cc1,True,VSAM-0218
carbazole_C3_CF3/F-Ph,carbazole,C3,phosphonic acid,CF3/F-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C(F)(F)F)cc2c2cc(c3ccc(F)cc3)ccc21,O=P(O)(O)CCCn1c2ccc(-c3ccc(F)cc3)cc2c2cc(C(F)(F)F)ccc21,True,VSAM-0219
carbazole_C3_CF3/Cl-Ph,carbazole,C3,phosphonic acid,CF3/Cl-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C(F)(F)F)cc2c2cc(c3ccc(Cl)cc3)ccc21,O=P(O)(O)CCCn1c2ccc(-c3ccc(Cl)cc3)cc2c2cc(C(F)(F)F)ccc21,True,VSAM-0220
carbazole_C3_CF3/Me-Ph,carbazole,C3,phosphonic acid,CF3/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C(F)(F)F)cc2c2cc(c3ccc(C)cc3)ccc21,Cc1ccc(-c2ccc3c(c2)c2cc(C(F)(F)F)ccc2n3CCCP(=O)(O)O)cc1,True,VSAM-0221
carbazole_C3_Ph/Th,carbazole,C3,phosphonic acid,Ph/Th,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(c3ccccc3)cc2c2cc(c3ccsc3)ccc21,O=P(O)(O)CCCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccsc3)ccc21,True,VSAM-0222
carbazole_C3_Ph/Anisyl,carbazole,C3,phosphonic acid,Ph/Anisyl,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(c3ccccc3)cc2c2cc(c3ccc(OC)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(-c4ccccc4)ccc2n3CCCP(=O)(O)O)cc1,True,VSAM-0223
carbazole_C3_Ph/F-Ph,carbazole,C3,phosphonic acid,Ph/F-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(c3ccccc3)cc2c2cc(c3ccc(F)cc3)ccc21,O=P(O)(O)CCCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccc(F)cc3)ccc21,True,VSAM-0224
carbazole_C3_Ph/Cl-Ph,carbazole,C3,phosphonic acid,Ph/Cl-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(c3ccccc3)cc2c2cc(c3ccc(Cl)cc3)ccc21,O=P(O)(O)CCCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccc(Cl)cc3)ccc21,True,VSAM-0225
carbazole_C3_Ph/Me-Ph,carbazole,C3,phosphonic acid,Ph/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(c3ccccc3)cc2c2cc(c3ccc(C)cc3)ccc21,Cc1ccc(-c2ccc3c(c2)c2cc(-c4ccccc4)ccc2n3CCCP(=O)(O)O)cc1,True,VSAM-0226
carbazole_C3_Th/Anisyl,carbazole,C3,phosphonic acid,Th/Anisyl,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(c3ccsc3)cc2c2cc(c3ccc(OC)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(-c4ccsc4)ccc2n3CCCP(=O)(O)O)cc1,True,VSAM-0227
carbazole_C3_Th/F-Ph,carbazole,C3,phosphonic acid,Th/F-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(c3ccsc3)cc2c2cc(c3ccc(F)cc3)ccc21,O=P(O)(O)CCCn1c2ccc(-c3ccc(F)cc3)cc2c2cc(-c3ccsc3)ccc21,True,VSAM-0228
carbazole_C3_Th/Cl-Ph,carbazole,C3,phosphonic acid,Th/Cl-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(c3ccsc3)cc2c2cc(c3ccc(Cl)cc3)ccc21,O=P(O)(O)CCCn1c2ccc(-c3ccc(Cl)cc3)cc2c2cc(-c3ccsc3)ccc21,True,VSAM-0229
carbazole_C3_Th/Me-Ph,carbazole,C3,phosphonic acid,Th/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(c3ccsc3)cc2c2cc(c3ccc(C)cc3)ccc21,Cc1ccc(-c2ccc3c(c2)c2cc(-c4ccsc4)ccc2n3CCCP(=O)(O)O)cc1,True,VSAM-0230
carbazole_C3_Anisyl/F-Ph,carbazole,C3,phosphonic acid,Anisyl/F-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(c3ccc(OC)cc3)cc2c2cc(c3ccc(F)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(-c4ccc(F)cc4)ccc2n3CCCP(=O)(O)O)cc1,True,VSAM-0231
carbazole_C3_Anisyl/Cl-Ph,carbazole,C3,phosphonic acid,Anisyl/Cl-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(c3ccc(OC)cc3)cc2c2cc(c3ccc(Cl)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(-c4ccc(Cl)cc4)ccc2n3CCCP(=O)(O)O)cc1,True,VSAM-0232
carbazole_C3_Anisyl/Me-Ph,carbazole,C3,phosphonic acid,Anisyl/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(c3ccc(OC)cc3)cc2c2cc(c3ccc(C)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(-c4ccc(C)cc4)ccc2n3CCCP(=O)(O)O)cc1,True,VSAM-0233
carbazole_C3_F-Ph/Cl-Ph,carbazole,C3,phosphonic acid,F-Ph/Cl-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(c3ccc(F)cc3)cc2c2cc(c3ccc(Cl)cc3)ccc21,O=P(O)(O)CCCn1c2ccc(-c3ccc(F)cc3)cc2c2cc(-c3ccc(Cl)cc3)ccc21,True,VSAM-0234
carbazole_C3_F-Ph/Me-Ph,carbazole,C3,phosphonic acid,F-Ph/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(c3ccc(F)cc3)cc2c2cc(c3ccc(C)cc3)ccc21,Cc1ccc(-c2ccc3c(c2)c2cc(-c4ccc(F)cc4)ccc2n3CCCP(=O)(O)O)cc1,True,VSAM-0235
carbazole_C3_Cl-Ph/Me-Ph,carbazole,C3,phosphonic acid,Cl-Ph/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(c3ccc(Cl)cc3)cc2c2cc(c3ccc(C)cc3)ccc21,Cc1ccc(-c2ccc3c(c2)c2cc(-c4ccc(Cl)cc4)ccc2n3CCCP(=O)(O)O)cc1,True,VSAM-0236
carbazole_C4_H,carbazole,C4,phosphonic acid,H,PACz-like parent,O=P(O)(O)CCCCn1c2ccccc2c2ccccc21,O=P(O)(O)CCCCn1c2ccccc2c2ccccc21,True,VSAM-0237
carbazole_C4_mono-F-A,carbazole,C4,phosphonic acid,mono-F-A,halogenated carbazole,O=P(O)(O)CCCCn1c2ccc(F)cc2c2ccccc21,O=P(O)(O)CCCCn1c2ccccc2c2cc(F)ccc21,True,VSAM-0238
carbazole_C4_mono-F-B,carbazole,C4,phosphonic acid,mono-F-B,halogenated carbazole,O=P(O)(O)CCCCn1c2ccccc2c2ccc(F)cc21,O=P(O)(O)CCCCn1c2ccccc2c2ccc(F)cc21,True,VSAM-0239
carbazole_C4_di-F,carbazole,C4,phosphonic acid,di-F,halogenated carbazole,O=P(O)(O)CCCCn1c2ccc(F)cc2c2cc(F)ccc21,O=P(O)(O)CCCCn1c2ccc(F)cc2c2cc(F)ccc21,True,VSAM-0240
carbazole_C4_mono-Cl-A,carbazole,C4,phosphonic acid,mono-Cl-A,halogenated carbazole,O=P(O)(O)CCCCn1c2ccc(Cl)cc2c2ccccc21,O=P(O)(O)CCCCn1c2ccccc2c2cc(Cl)ccc21,True,VSAM-0241
carbazole_C4_mono-Cl-B,carbazole,C4,phosphonic acid,mono-Cl-B,halogenated carbazole,O=P(O)(O)CCCCn1c2ccccc2c2ccc(Cl)cc21,O=P(O)(O)CCCCn1c2ccccc2c2ccc(Cl)cc21,True,VSAM-0242
carbazole_C4_di-Cl,carbazole,C4,phosphonic acid,di-Cl,halogenated carbazole,O=P(O)(O)CCCCn1c2ccc(Cl)cc2c2cc(Cl)ccc21,O=P(O)(O)CCCCn1c2ccc(Cl)cc2c2cc(Cl)ccc21,True,VSAM-0243
carbazole_C4_mono-Br-A,carbazole,C4,phosphonic acid,mono-Br-A,halogenated carbazole,O=P(O)(O)CCCCn1c2ccc(Br)cc2c2ccccc21,O=P(O)(O)CCCCn1c2ccccc2c2cc(Br)ccc21,True,VSAM-0244
carbazole_C4_mono-Br-B,carbazole,C4,phosphonic acid,mono-Br-B,halogenated carbazole,O=P(O)(O)CCCCn1c2ccccc2c2ccc(Br)cc21,O=P(O)(O)CCCCn1c2ccccc2c2ccc(Br)cc21,True,VSAM-0245
carbazole_C4_di-Br,carbazole,C4,phosphonic acid,di-Br,halogenated carbazole,O=P(O)(O)CCCCn1c2ccc(Br)cc2c2cc(Br)ccc21,O=P(O)(O)CCCCn1c2ccc(Br)cc2c2cc(Br)ccc21,True,VSAM-0246
carbazole_C4_mono-Me-A,carbazole,C4,phosphonic acid,mono-Me-A,alkylated carbazole,O=P(O)(O)CCCCn1c2ccc(C)cc2c2ccccc21,Cc1ccc2c(c1)c1ccccc1n2CCCCP(=O)(O)O,True,VSAM-0247
carbazole_C4_mono-Me-B,carbazole,C4,phosphonic acid,mono-Me-B,alkylated carbazole,O=P(O)(O)CCCCn1c2ccccc2c2ccc(C)cc21,Cc1ccc2c3ccccc3n(CCCCP(=O)(O)O)c2c1,True,VSAM-0248
carbazole_C4_di-Me,carbazole,C4,phosphonic acid,di-Me,alkylated carbazole,O=P(O)(O)CCCCn1c2ccc(C)cc2c2cc(C)ccc21,Cc1ccc2c(c1)c1cc(C)ccc1n2CCCCP(=O)(O)O,True,VSAM-0249
carbazole_C4_mono-OMe-A,carbazole,C4,phosphonic acid,mono-OMe-A,electron-rich carbazole,O=P(O)(O)CCCCn1c2ccc(OC)cc2c2ccccc21,COc1ccc2c(c1)c1ccccc1n2CCCCP(=O)(O)O,True,VSAM-0250
carbazole_C4_mono-OMe-B,carbazole,C4,phosphonic acid,mono-OMe-B,electron-rich carbazole,O=P(O)(O)CCCCn1c2ccccc2c2ccc(OC)cc21,COc1ccc2c3ccccc3n(CCCCP(=O)(O)O)c2c1,True,VSAM-0251
carbazole_C4_di-OMe,carbazole,C4,phosphonic acid,di-OMe,electron-rich carbazole,O=P(O)(O)CCCCn1c2ccc(OC)cc2c2cc(OC)ccc21,COc1ccc2c(c1)c1cc(OC)ccc1n2CCCCP(=O)(O)O,True,VSAM-0252
carbazole_C4_mono-CN-A,carbazole,C4,phosphonic acid,mono-CN-A,electron-withdrawing carbazole,O=P(O)(O)CCCCn1c2ccc(C#N)cc2c2ccccc21,N#Cc1ccc2c(c1)c1ccccc1n2CCCCP(=O)(O)O,True,VSAM-0253
carbazole_C4_mono-CN-B,carbazole,C4,phosphonic acid,mono-CN-B,electron-withdrawing carbazole,O=P(O)(O)CCCCn1c2ccccc2c2ccc(C#N)cc21,N#Cc1ccc2c3ccccc3n(CCCCP(=O)(O)O)c2c1,True,VSAM-0254
carbazole_C4_di-CN,carbazole,C4,phosphonic acid,di-CN,electron-withdrawing carbazole,O=P(O)(O)CCCCn1c2ccc(C#N)cc2c2cc(C#N)ccc21,N#Cc1ccc2c(c1)c1cc(C#N)ccc1n2CCCCP(=O)(O)O,True,VSAM-0255
carbazole_C4_mono-CF3-A,carbazole,C4,phosphonic acid,mono-CF3-A,fluoroalkylated carbazole,O=P(O)(O)CCCCn1c2ccc(C(F)(F)F)cc2c2ccccc21,O=P(O)(O)CCCCn1c2ccccc2c2cc(C(F)(F)F)ccc21,True,VSAM-0256
carbazole_C4_mono-CF3-B,carbazole,C4,phosphonic acid,mono-CF3-B,fluoroalkylated carbazole,O=P(O)(O)CCCCn1c2ccccc2c2ccc(C(F)(F)F)cc21,O=P(O)(O)CCCCn1c2ccccc2c2ccc(C(F)(F)F)cc21,True,VSAM-0257
carbazole_C4_di-CF3,carbazole,C4,phosphonic acid,di-CF3,fluoroalkylated carbazole,O=P(O)(O)CCCCn1c2ccc(C(F)(F)F)cc2c2cc(C(F)(F)F)ccc21,O=P(O)(O)CCCCn1c2ccc(C(F)(F)F)cc2c2cc(C(F)(F)F)ccc21,True,VSAM-0258
carbazole_C4_mono-Ph-A,carbazole,C4,phosphonic acid,mono-Ph-A,aryl-extended carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccccc3)cc2c2ccccc21,O=P(O)(O)CCCCn1c2ccccc2c2cc(-c3ccccc3)ccc21,True,VSAM-0259
carbazole_C4_mono-Ph-B,carbazole,C4,phosphonic acid,mono-Ph-B,aryl-extended carbazole,O=P(O)(O)CCCCn1c2ccccc2c2ccc(c3ccccc3)cc21,O=P(O)(O)CCCCn1c2ccccc2c2ccc(-c3ccccc3)cc21,True,VSAM-0260
carbazole_C4_di-Ph,carbazole,C4,phosphonic acid,di-Ph,aryl-extended carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccccc3)cc2c2cc(c3ccccc3)ccc21,O=P(O)(O)CCCCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,True,VSAM-0261
carbazole_C4_mono-Th-A,carbazole,C4,phosphonic acid,mono-Th-A,thiophene-extended carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccsc3)cc2c2ccccc21,O=P(O)(O)CCCCn1c2ccccc2c2cc(-c3ccsc3)ccc21,True,VSAM-0262
carbazole_C4_mono-Th-B,carbazole,C4,phosphonic acid,mono-Th-B,thiophene-extended carbazole,O=P(O)(O)CCCCn1c2ccccc2c2ccc(c3ccsc3)cc21,O=P(O)(O)CCCCn1c2ccccc2c2ccc(-c3ccsc3)cc21,True,VSAM-0263
carbazole_C4_di-Th,carbazole,C4,phosphonic acid,di-Th,thiophene-extended carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccsc3)cc2c2cc(c3ccsc3)ccc21,O=P(O)(O)CCCCn1c2ccc(-c3ccsc3)cc2c2cc(-c3ccsc3)ccc21,True,VSAM-0264
carbazole_C4_mono-Anisyl-A,carbazole,C4,phosphonic acid,mono-Anisyl-A,electron-rich aryl-carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccc(OC)cc3)cc2c2ccccc21,COc1ccc(-c2ccc3c(c2)c2ccccc2n3CCCCP(=O)(O)O)cc1,True,VSAM-0265
carbazole_C4_mono-Anisyl-B,carbazole,C4,phosphonic acid,mono-Anisyl-B,electron-rich aryl-carbazole,O=P(O)(O)CCCCn1c2ccccc2c2ccc(c3ccc(OC)cc3)cc21,COc1ccc(-c2ccc3c4ccccc4n(CCCCP(=O)(O)O)c3c2)cc1,True,VSAM-0266
carbazole_C4_di-Anisyl,carbazole,C4,phosphonic acid,di-Anisyl,electron-rich aryl-carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccc(OC)cc3)cc2c2cc(c3ccc(OC)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(-c4ccc(OC)cc4)ccc2n3CCCCP(=O)(O)O)cc1,True,VSAM-0267
carbazole_C4_mono-F-Ph-A,carbazole,C4,phosphonic acid,mono-F-Ph-A,halogenated aryl-carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccc(F)cc3)cc2c2ccccc21,O=P(O)(O)CCCCn1c2ccccc2c2cc(-c3ccc(F)cc3)ccc21,True,VSAM-0268
carbazole_C4_mono-F-Ph-B,carbazole,C4,phosphonic acid,mono-F-Ph-B,halogenated aryl-carbazole,O=P(O)(O)CCCCn1c2ccccc2c2ccc(c3ccc(F)cc3)cc21,O=P(O)(O)CCCCn1c2ccccc2c2ccc(-c3ccc(F)cc3)cc21,True,VSAM-0269
