canonical_smiles,name,original_smiles,pce_mean,pce_median,pce_max,record_count,phosphonic acid / phosphonate,carboxylic acid / carboxylate,carbazole core,benzene ring,thiophene ring,C2 alkyl spacer,C3 alkyl spacer,C4 alkyl spacer,C6 alkyl chain,carbonyl group,fluorinated carbon,chlorinated aryl,brominated aryl,Ring count,Aromatic rings,P atoms,N atoms,O atoms,F atoms,Heavy atoms,MolWt,LogP,TPSA,HBA,HBD,FractionCSP3,brics_fragments,pce_group
CC1(C)c2ccccc2N(CCCCP(=O)(O)O)c2ccccc21,4PA-DMAc,CC1(C)c2ccccc2N(CCCCP(=O)(O)O)c2ccccc21,16.83,16.83,16.83,1,1,0,0,1,0,1,1,1,0,0,0,0,0,3,2,1,1,3,0,24,345.37899999999996,4.421900000000004,60.77000000000001,2,2,0.3684210526315789,*CCCCP(=O)(O)O|*N1c2ccccc2C(C)(C)c2ccccc21,middle
CCCCCCCCB(O)O,C8-BA,CCCCCCCCB(O)O,3.068,3.068,3.068,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,11,158.05,1.8197,40.46,2,2,1.0,CCCCCCCCB(O)O,low
CCCCCCCCCCB(O)O,C10-BA,CCCCCCCCCCB(O)O,3.382,3.382,3.382,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,13,186.104,2.5999000000000017,40.46,2,2,1.0,CCCCCCCCCCB(O)O,low
CCCCCCCCCCCCB(O)O,C12-BA,CCCCCCCCCCCCB(O)O,3.434,3.434,3.434,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,15,214.158,3.3801000000000023,40.46,2,2,1.0,CCCCCCCCCCCCB(O)O,low
CCCCCCCCP(=O)(O)O,H8-SAM,O=P(O)(O)CCCCCCCC,1.81,1.81,1.81,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,3,0,12,194.211,2.5246000000000013,57.53,1,2,1.0,CCCCCCCCP(=O)(O)O,low
CCn1c2ccccc2c2ccc3c4ccccc4n(CCP(=O)(O)O)c3c21,2PACz-D2,CCn1c2ccccc2c2ccc3c4ccccc4n(CCP(=O)(O)O)c3c21,16.05,16.05,16.05,1,1,0,1,1,0,1,0,0,0,0,0,0,0,5,5,1,2,3,0,28,392.39500000000015,5.100000000000006,67.39,1,2,0.18181818181818182,*CC|*CCP(=O)(O)O|*n1c2ccccc2c2ccc3c4ccccc4n(*)c3c21,middle
COc1cc(OC)cc(-c2ccc3c(c2)c2c4ccccc4ccc2n3CCP(=O)(O)O)c1,DM-BZCz,COc1cc(OC)cc(-c2ccc3c(c2)c2c4ccccc4ccc2n3CCP(=O)(O)O)c1,19.75,19.75,20.54,4,1,0,1,1,0,1,0,0,0,0,0,0,0,5,5,1,1,5,0,33,461.4540000000002,5.809600000000007,80.92,3,2,0.15384615384615385,*CCP(=O)(O)O|*OC|*c1cc(*)cc(*)c1|*c1ccc2c(c1)c1c3ccccc3ccc1n2*,high
COc1ccc(-c2ccc3c(c2)c2ccc(-c4ccc(OC)c(OC)c4)cc2n3CCP(=O)(O)O)cc1OC,DECz,COc1ccc(-c2ccc3c(c2)c2ccc(-c4ccc(OC)c(OC)c4)cc2n3CCP(=O)(O)O)cc1OC,17.4525,17.74,18.74,4,1,0,1,1,0,1,0,0,0,0,0,0,0,5,5,1,1,7,0,39,547.5440000000002,6.340600000000008,99.38000000000001,5,2,0.2,*CCP(=O)(O)O|*OC|*c1ccc(*)c(*)c1|*c1ccc2c(c1)c1ccc(*)cc1n2*,middle
COc1ccc(-c2ccc3c4cc(Br)ccc4n(CCP(=O)(O)O)c3c2)cc1OC,BrDECz,COc1ccc(-c2ccc3c4cc(Br)ccc4n(CCP(=O)(O)O)c3c2)cc1OC,18.060000000000002,18.259999999999998,19.67,4,1,0,1,1,0,1,0,0,0,0,0,0,1,4,4,1,1,5,0,30,490.2900000000002,5.418900000000006,80.92,3,2,0.18181818181818182,*CCP(=O)(O)O|*OC|*c1ccc(*)c(*)c1|*c1ccc2c3cc(Br)ccc3n(*)c2c1,middle
COc1ccc(N(c2ccc(-c3ccc(C(=O)O)cc3)cc2)c2ccc3ccccc3c2)cc1,MNA,COc1ccc(N(c2ccc(-c3ccc(C(=O)O)cc3)cc2)c2ccc3ccccc3c2)cc1,6.87,7.16,8.04,4,0,1,0,1,0,0,0,0,0,1,0,0,0,5,5,0,1,3,0,34,445.51800000000014,7.683400000000006,49.769999999999996,3,1,0.03333333333333333,*C(=O)O|*N(*)*|*OC|*c1ccc(*)cc1|*c1ccc2ccccc2c1,low
COc1ccc2c(c1)c1cc(OC)ccc1n2CCP(=O)(O)O,MeO-2PACz,COc1ccc2c(c1)c1cc(OC)ccc1n2CCP(=O)(O)O,13.833333333333334,14.5,14.5,3,1,0,1,1,0,1,0,0,0,0,0,0,0,3,3,1,1,5,0,23,335.296,2.9894000000000016,80.92,3,2,0.25,*CCP(=O)(O)O|*OC|*c1ccc2c(c1)c1cc(*)ccc1n2*,middle
COc1ccc2c(c1)c1ccc(OC)cc1n2CCCCP(=O)(O)O,MeO-4PACz,COc1ccc2c(c1)c1ccc(OC)cc1n2CCCCP(=O)(O)O,14.68,14.68,14.68,1,1,0,1,1,0,1,1,1,0,0,0,0,0,3,3,1,1,5,0,25,363.3500000000001,3.7696000000000036,80.92,3,2,0.3333333333333333,*CCCCP(=O)(O)O|*OC|*c1ccc2c(c1)c1ccc(*)cc1n2*,middle
COc1ccc2c(c1)c1ccc(OC)cc1n2CCP(=O)(O)O,"2,6-diMeO-2PACz",COc1ccc2c(c1)c1ccc(OC)cc1n2CCP(=O)(O)O,10.336666666666666,8.65,15.8,3,1,0,1,1,0,1,0,0,0,0,0,0,0,3,3,1,1,5,0,23,335.296,2.9894000000000016,80.92,3,2,0.25,*CCP(=O)(O)O|*OC|*c1ccc2c(c1)c1ccc(*)cc1n2*,low
COc1ccc2c3cc(F)ccc3n(CCCCP(=O)(O)O)c2c1,MeOF-4PACz,COc1ccc2c3cc(F)ccc3n(CCCCP(=O)(O)O)c2c1,18.99,19.16,19.48,3,1,0,1,1,0,1,1,1,0,0,1,0,0,3,3,1,1,4,1,24,351.314,3.9001000000000037,71.69,2,2,0.29411764705882354,*CCCCP(=O)(O)O|*OC|*c1ccc2c3cc(F)ccc3n(*)c2c1,high
COc1ccc2c3ccc(OC)cc3n(CCP(=O)(O)O)c2c1,"2,7-diMeO-2PACz",COc1ccc2c3ccc(OC)cc3n(CCP(=O)(O)O)c2c1,16.3,16.3,16.8,2,1,0,1,1,0,1,0,0,0,0,0,0,0,3,3,1,1,5,0,23,335.296,2.9894000000000025,80.92,3,2,0.25,*CCP(=O)(O)O|*OC|*c1ccc2c3ccc(*)cc3n(*)c2c1,middle
COc1cccc(-c2ccc3c(c2)c2ccc(-c4cccc(OC)c4)cc2n3CCP(=O)(O)O)c1,m-PhPACz,COc1cccc(-c2ccc3c(c2)c2ccc(-c4cccc(OC)c4)cc2n3CCP(=O)(O)O)c1,19.09,19.09,19.09,1,1,0,1,1,0,1,0,0,0,0,0,0,0,5,5,1,1,5,0,35,487.4920000000002,6.323400000000007,80.92,3,2,0.14285714285714285,*CCP(=O)(O)O|*OC|*c1ccc2c(c1)c1ccc(*)cc1n2*|*c1cccc(*)c1,high
Cc1ccc(-c2ccc3c4ccc(-c5ccc(C)cc5)cc4n(CCP(=O)(O)O)c3c2)cc1,BPC-M,O=P(O)(O)CCn1c2cc(-c3ccc(C)cc3)ccc2c2ccc(-c3ccc(C)cc3)cc21,17.98,18.6,19.3,5,1,0,1,1,0,1,0,0,0,0,0,0,0,5,5,1,1,3,0,33,455.4940000000002,6.9230400000000065,62.46000000000001,1,2,0.14285714285714285,*CCP(=O)(O)O|*c1ccc(C)cc1|*c1ccc2c3ccc(*)cc3n(*)c2c1,middle
Cc1ccc2c(c1)c1ccc(C)cc1n2CCCCP(=O)(O)O,Me-4PACz,Cc1ccc2c(c1)c1ccc(C)cc1n2CCCCP(=O)(O)O,17.386535714285714,18.025,20.42,28,1,0,1,1,0,1,1,1,0,0,0,0,0,3,3,1,1,3,0,23,331.352,4.369240000000005,62.46000000000001,1,2,0.3333333333333333,*CCCCP(=O)(O)O|*n1c2ccc(C)cc2c2ccc(C)cc21,middle
Fc1ccc(N(CCCCCCCCCCCCCCCCCC[Si](Cl)(Cl)Cl)c2ccc(F)c(F)c2)cc1F,C18F4PAPTSi,Cl[Si](Cl)(Cl)CCCCCCCCCCCCCCCCCCN(c1cc(F)c(F)cc1)c1cc(F)c(F)cc1,3.79,3.79,3.79,1,0,0,0,1,0,0,0,0,1,0,1,0,0,2,2,0,1,0,4,39,627.1100000000002,12.27799999999998,3.24,1,0,0.6,*CCCCCCCCCCCCCCCCCC[Si](Cl)(Cl)Cl|*N(*)*|*c1ccc(F)c(F)c1,low
Fc1ccc(N(CCCCCCCCCC[Si](Cl)(Cl)Cl)c2ccc(F)c(F)c2)cc1F,C10F4PAPTSi,Cl[Si](Cl)(Cl)CCCCCCCCCCN(c1cc(F)c(F)cc1)c1cc(F)c(F)cc1,4.95,4.95,4.95,1,0,0,0,1,0,0,0,0,1,0,1,0,0,2,2,0,1,0,4,31,514.894,9.157199999999998,3.24,1,0,0.45454545454545453,*CCCCCCCCCC[Si](Cl)(Cl)Cl|*N(*)*|*c1ccc(F)c(F)c1,low
Fc1ccc(N(CCCCCC[Si](Cl)(Cl)Cl)c2ccc(F)c(F)c2)cc1F,C6F4PAPTSi,Cl[Si](Cl)(Cl)CCCCCCN(c1cc(F)c(F)cc1)c1cc(F)c(F)cc1,5.3,5.3,5.3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,2,2,0,1,0,4,27,458.7860000000001,7.596800000000005,3.24,1,0,0.3333333333333333,*CCCCCC[Si](Cl)(Cl)Cl|*N(*)*|*c1ccc(F)c(F)c1,low
Fc1ccc(N(CCC[Si](Cl)(Cl)Cl)c2ccc(F)c(F)c2)cc1F,C3F4PAPTSi,Cl[Si](Cl)(Cl)CCCN(c1cc(F)c(F)cc1)c1cc(F)c(F)cc1,6.25,6.25,6.25,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,0,1,0,4,24,416.7050000000001,6.426500000000003,3.24,1,0,0.2,*CCC[Si](Cl)(Cl)Cl|*N(*)*|*c1ccc(F)c(F)c1,low
NCCC(=O)O,C3-SAM,NCCC(=O)O,3.04,3.04,3.04,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,6,89.09399999999998,-0.5802,63.32000000000001,2,2,0.6666666666666666,NCCC(=O)O,low
O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,6C2A,C1(C(C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)C(=O)O)C(=O)O,17.2,17.2,18.2,2,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,4,0,19,388.845,3.2335000000000003,74.6,2,2,0.5555555555555556,*C(=O)O|*C1C(*)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,middle
O=C(O)c1cc(Cl)c(Cl)c(Cl)c1Cl,"2,3,4,5-CBA",O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1,9.1,9.1,9.1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,2,0,13,259.903,3.9984,37.3,1,1,0.0,*C(=O)O|*c1cc(Cl)c(Cl)c(Cl)c1Cl,low
O=C(O)c1ccc(Br)cc1,BBA,O=C(O)c1ccc(Br)cc1,2.21,2.21,2.72,2,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,2,0,10,201.019,2.1473000000000004,37.3,1,1,0.0,*C(=O)O|*c1ccc(Br)cc1,low
O=C(O)c1ccc(Cl)c(Cl)c1,"3,4-CBA",O=C(O)c1cc(Cl)c(Cl)cc1,8.7,8.7,8.7,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,2,0,11,191.01299999999998,2.6916,37.3,1,1,0.0,*C(=O)O|*c1ccc(Cl)c(Cl)c1,low
O=C(O)c1ccc(Cl)cc1,CBA,O=C(O)c1ccc(Cl)cc1,5.5875,5.925,8.8,4,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,2,0,10,156.56799999999998,2.0382,37.3,1,1,0.0,*C(=O)O|*c1ccc(Cl)cc1,low
O=C(O)c1ccc(F)cc1,FBA,O=C(O)c1ccc(F)cc1,4.92,4.92,7.1,2,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,2,1,10,140.113,1.5239,37.3,1,1,0.0,*C(=O)O|*c1ccc(F)cc1,low
O=C(O)c1ccc([N+](=O)[O-])cc1,NBA,O=C(O)c1ccc([N+](=O)[O-])cc1,3.757,3.757,4.546,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,4,0,12,167.12,1.293,80.44,3,1,0.0,*C(=O)O|*c1ccc([N+](=O)[O-])cc1,low
O=C(O)c1cccc(Cl)c1,3-CBA,O=C(O)c1cccc(Cl)c1,8.2,8.2,8.2,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,2,0,10,156.56799999999998,2.0382,37.3,1,1,0.0,*C(=O)O|*c1cccc(Cl)c1,low
O=C(O)c1ccccc1,BA,O=C(O)c1ccccc1,3.3699999999999997,2.41,6.1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,9,122.12299999999996,1.3848,37.3,1,1,0.0,*C(=O)O|*c1ccccc1,low
O=C(O)c1ccccc1Cl,2-CBA,O=C(O)c1ccccc1Cl,7.4,7.4,7.4,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,2,0,10,156.56799999999998,2.0382,37.3,1,1,0.0,*C(=O)O|*c1ccccc1Cl,low
O=P(O)(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FOPA,O=P(O)(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.4,3.4,3.4,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,3,13,24,414.0539999999999,3.9029000000000007,57.53,1,2,1.0,O=P(O)(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,low
O=P(O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,F8-SAM,O=P(O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.61,2.61,2.61,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,3,13,25,428.08099999999996,4.293000000000001,57.53,1,2,1.0,O=P(O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,low
