epoch,train_loss,val_score_norm_rmse,val_rmse_raw_mean,lr,val_pce_rmse,val_pce_mae,val_pce_r2,val_pce_spearman,val_voc_rmse,val_voc_mae,val_voc_r2,val_voc_spearman,val_jsc_rmse,val_jsc_mae,val_jsc_r2,val_jsc_spearman,val_ff_rmse,val_ff_mae,val_ff_r2,val_ff_spearman
11,0.5351871349013887,0.6484087109565735,2.3265269231051207,0.00035,2.3566431999206543,1.7697155475616455,0.7140452861785889,0.21749606401206356,0.057888202369213104,0.037955861538648605,0.3929581046104431,0.40265098357416745,2.4207358360290527,1.3299447298049927,0.7758452892303467,0.5676529852341146,4.4708404541015625,3.668402910232544,0.5298768281936646,0.2914952069163351
12,0.5137222143726736,0.6418039202690125,2.3791112266480923,0.00035,2.2960312366485596,1.7771402597427368,0.7285653352737427,0.14916729138189233,0.05512617528438568,0.036272574216127396,0.44950389862060547,0.17278934521348863,2.519575595855713,1.914971947669983,0.7571669220924377,0.5952220516918435,4.645711898803711,3.388037919998169,0.49238109588623047,0.2948131815189423
13,0.49441793979646537,0.6059291958808899,2.1843601623550057,0.00035,2.153404474258423,1.606580138206482,0.7612404227256775,0.3004449429342429,0.05440289154648781,0.0354803130030632,0.46385467052459717,0.3820234114408831,2.177922010421753,1.2818114757537842,0.8185580372810364,0.22200205509176335,4.351711273193359,3.196176767349243,0.5545967221260071,0.4239797051829851
14,0.4537831940404148,0.5973595976829529,2.3271602522581816,0.00035,2.040454149246216,1.4089000225067139,0.7856303453445435,0.36190332078725557,0.04896002262830734,0.031611017882823944,0.5657680630683899,0.46637965383879393,2.1982569694519043,1.3966338634490967,0.8151540756225586,0.2561688443881296,5.020969867706299,3.5757222175598145,0.40706300735473633,0.45037108620937716
15,0.4014532273005205,0.5905641317367554,2.2569936234503984,0.00035,2.0162317752838135,1.4422727823257446,0.7906897664070129,0.4361879987873868,0.04866708070039749,0.032011620700359344,0.5709488391876221,0.40605408114025876,2.4891366958618164,1.3383121490478516,0.7629987597465515,0.34804631896820026,4.473938941955566,3.3358376026153564,0.5292250514030457,0.4726120679095395
16,0.42570237950344403,0.6069627404212952,2.203377513214946,0.00035,2.2335033416748047,1.7035516500473022,0.7431480884552002,0.3300251579901664,0.05347263067960739,0.03545370697975159,0.48203349113464355,0.2721011200473882,2.2405591011047363,1.4818235635757446,0.8079714179039001,0.36736919774665305,4.285974979400635,3.401063919067383,0.5679514408111572,0.360070590134179
17,0.4253109611997763,0.6304661631584167,2.3138198126107454,0.00035,2.320751905441284,1.8059170246124268,0.7226890325546265,0.4357391711685093,0.054913707077503204,0.035712651908397675,0.4537391662597656,0.20859227857260804,2.321420431137085,1.4945224523544312,0.7938607335090637,0.6073926513107963,4.558193206787109,3.7007431983947754,0.5113265514373779,0.37000106535823674
18,0.39347193179421414,0.6027892827987671,2.348829564638436,0.00035,2.2049081325531006,1.6435753107070923,0.7496829032897949,0.4450280630569731,0.04731868579983711,0.032121069729328156,0.5943944454193115,0.2681464859792062,2.5751030445098877,1.6453759670257568,0.7463456392288208,0.5687703438494955,4.567988395690918,3.4424407482147217,0.5092240571975708,0.4440751414687407
19,0.38493011101336666,0.6073155999183655,2.2983139529824257,0.00035,2.186314582824707,1.6293798685073853,0.7538868188858032,0.42639827244109424,0.05006638169288635,0.03221145272254944,0.5459214448928833,0.2998340139879436,2.5545806884765625,1.7103221416473389,0.7503725290298462,0.5280258027359497,4.402294158935547,3.5819733142852783,0.5441820621490479,0.4532669863042322
20,0.36918289086294265,0.5824375152587891,2.204452684149146,0.00035,2.201519250869751,1.6303684711456299,0.7504516839981079,0.32850100897816875,0.0483834370970726,0.03307685628533363,0.575935423374176,0.3264450677321086,2.1927883625030518,1.437536597251892,0.8160725831985474,0.18148028988646417,4.375119686126709,3.5195655822753906,0.5497920513153076,0.4183520450796231
21,0.324880607687832,0.5933401584625244,2.2434405721724033,0.00035,1.9711503982543945,1.3895137310028076,0.7999451160430908,0.4680192646917991,0.05080462992191315,0.032926857471466064,0.5324316024780273,0.3924416908758934,2.245588541030884,1.328042984008789,0.8071084022521973,0.6058214949052668,4.706218719482422,3.432878017425537,0.4790722727775574,0.5335314885284345
22,0.3587817198247434,0.5715969800949097,2.0898960875347257,0.00035,1.959307312965393,1.4647033214569092,0.802341878414154,0.47544069795791066,0.0505918450653553,0.03416676074266434,0.5363399982452393,0.35569619020979,2.171463966369629,1.5168555974960327,0.8196324706077576,0.5709160275973456,4.178221225738525,3.3257064819335938,0.5894026756286621,0.47563693521509665
23,0.3087321871309756,0.6055824756622314,2.39931439422071,0.00035,2.179964542388916,1.3626962900161743,0.7553143501281738,0.4365514497056323,0.04706379026174545,0.030435945838689804,0.598752498626709,0.34909326877540603,2.458409309387207,1.3660180568695068,0.7688140273094177,0.49013044823840135,4.911819934844971,3.4926772117614746,0.43256235122680664,0.46833270137260785
24,0.3038142742434183,0.5556969046592712,2.219887049868703,0.00035,2.0801515579223633,1.3721784353256226,0.7772080302238464,0.42244720923306955,0.0427178218960762,0.028671804815530777,0.6694351434707642,0.5414152205363395,2.0604088306427,1.1959630250930786,0.8376097679138184,0.5358698597157949,4.696269989013672,3.2209835052490234,0.4812723994255066,0.4671837207681715
25,0.29511394419202963,0.5852220058441162,2.2596823712810874,0.00035,2.1441025733947754,1.5249391794204712,0.7632986903190613,0.36049641400695004,0.04667096957564354,0.03029949590563774,0.6054226160049438,0.21533979960882357,2.472583055496216,1.6818554401397705,0.7661405801773071,0.5172739339010946,4.375372886657715,3.072086811065674,0.5497399568557739,0.3452979823628535
26,0.26816261128665336,0.5349832773208618,2.0809897975996137,0.00035,1.9527424573898315,1.2301673889160156,0.8036641478538513,0.5197113646448576,0.043644506484270096,0.030447185039520264,0.6549375653266907,0.40929289123764223,1.797491431236267,1.0794408321380615,0.8764090538024902,0.43868093848121026,4.530080795288086,3.078909397125244,0.5173357129096985,0.5444937014381087
27,0.2725773079117653,0.5851026773452759,2.3486624201759696,0.00035,2.0982465744018555,1.3166239261627197,0.7733150720596313,0.5395487502471653,0.04527324065566063,0.03051198087632656,0.6287027597427368,0.43107271566062677,2.0754501819610596,1.2139503955841064,0.8352301716804504,0.4023215652457841,5.175679683685303,3.4343199729919434,0.36996012926101685,0.6104897404419116
28,0.2666169839485956,0.5314221978187561,2.0198571737855673,0.00035,1.9305753707885742,1.3967841863632202,0.8080964088439941,0.512571312734807,0.04427935928106308,0.028904562816023827,0.6448260545730591,0.4303920961474084,2.0337417125701904,1.4922730922698975,0.8417860865592957,0.49948703638476394,4.070832252502441,2.92583966255188,0.6102378368377686,0.545736476377601
29,0.23615715937781906,0.6239965558052063,2.4440009212121367,0.00035,2.248495101928711,1.4140081405639648,0.7396883964538574,0.5576978477131066,0.050268497318029404,0.03248939663171768,0.5422478914260864,0.3726802553541769,2.2403249740600586,1.3179476261138916,0.808011531829834,0.5236406348578299,5.236915111541748,3.6182258129119873,0.35496342182159424,0.49147645354768466
30,0.23960370166905487,0.5766539573669434,2.186830224469304,0.00035,2.1102333068847656,1.606825828552246,0.7707176804542542,0.517202380886646,0.048362500965595245,0.030154909938573837,0.5763024091720581,0.48858506452757006,2.1223320960998535,1.476983904838562,0.8277021646499634,0.2231393847286019,4.466392993927002,3.3095250129699707,0.5308117866516113,0.5624904894769855
31,0.22076106071472168,0.5635945796966553,2.047454317100346,0.00035,1.8966423273086548,1.355438470840454,0.8147831559181213,0.5572992241253533,0.05067606642842293,0.03216540813446045,0.5347950458526611,0.4342880561196233,2.0521979331970215,1.3557392358779907,0.8389015197753906,0.5267594975732841,4.190300941467285,2.9350814819335938,0.5870250463485718,0.5369432574660978
32,0.22017417937971637,0.5286768674850464,1.8940864885225892,0.00035,1.7408537864685059,1.177271842956543,0.8439606428146362,0.5475563946717377,0.048309240490198135,0.031749844551086426,0.5772351026535034,0.4368579815229819,1.9527992010116577,1.1660525798797607,0.8541292548179626,0.5261615201353587,3.834383726119995,2.761091470718384,0.6542004346847534,0.5383384482000563
33,0.22330151732439474,0.5024747848510742,1.9270852468907833,0.00035,1.777442216873169,1.1741279363632202,0.8373326063156128,0.6658420822259239,0.042048677802085876,0.028703659772872925,0.6797101497650146,0.4779181138807527,1.755858302116394,1.1044557094573975,0.8820679187774658,0.4722380252918486,4.132991790771484,2.907973527908325,0.5982440710067749,0.675102313003638
34,0.19825880827172185,0.5102908611297607,1.8962103864178061,0.00035,1.7625129222869873,1.1655151844024658,0.8400536775588989,0.7177452181960282,0.0443231426179409,0.02931997738778591,0.6441232562065125,0.45124486985411283,1.9270988702774048,1.164684534072876,0.8579435348510742,0.4847955514882824,3.8509066104888916,2.5900092124938965,0.6512138843536377,0.7293975087092006
35,0.18567940719466994,0.5174996256828308,1.9641006421297789,0.00035,1.7814511060714722,1.2249958515167236,0.8365979790687561,0.5718020881856694,0.04423504322767258,0.02933514676988125,0.6455365419387817,0.4609847697846501,1.772352695465088,1.1245360374450684,0.8798418045043945,0.49853730751276465,4.258363723754883,2.923785448074341,0.5735002756118774,0.6164808535936158
36,0.20127596613880447,0.5784140229225159,2.0583070842549205,0.00035,2.0817606449127197,1.4719947576522827,0.776863157749176,0.631173554314562,0.05142439529299736,0.03323676437139511,0.5209542512893677,0.5346911691385108,2.3402204513549805,1.4102084636688232,0.7905083894729614,0.5342987033102653,3.7598228454589844,2.8234312534332275,0.6675180792808533,0.6810230804040502
37,0.185318271190534,0.5389295220375061,2.0323304776102304,0.00035,1.8859409093856812,1.221827745437622,0.8168673515319824,0.6030705913779595,0.04516742378473282,0.030798887833952904,0.630436360836029,0.43865340885957493,2.2194840908050537,1.1928167343139648,0.811566948890686,0.514143346137838,3.978729486465454,2.806039810180664,0.6276750564575195,0.6326955492664279
38,0.20993818879788553,0.5550932884216309,1.9563392912968993,0.00035,1.8159058094024658,1.3111577033996582,0.8302161693572998,0.6159672368640934,0.05074998363852501,0.03301208093762398,0.5334368944168091,0.5850100738398888,2.2625176906585693,1.569871187210083,0.8041890263557434,0.41798622910986966,3.696183681488037,2.5646393299102783,0.6786780953407288,0.6504695757595467
39,0.23729730051788958,0.5390709042549133,2.060242209583521,0.00035,1.9457968473434448,1.287086844444275,0.8050583600997925,0.5919208551440382,0.04510451853275299,0.03122054599225521,0.6314650774002075,0.5630307574906162,1.8963654041290283,1.068934679031372,0.862438440322876,0.4882075403987981,4.353702068328857,3.170109272003174,0.5541890859603882,0.6424267115284917
40,0.17862411270300255,0.5417975187301636,2.0268335388973355,0.00035,1.8873533010482788,1.3990130424499512,0.8165929317474365,0.5752255613510794,0.0462583489716053,0.031098168343305588,0.6123687624931335,0.3452559828991582,2.145097494125366,1.6018154621124268,0.8239859938621521,0.44233915339557744,4.028625011444092,2.833252429962158,0.6182782053947449,0.5844500881719797
41,0.15706953685902844,0.5282921195030212,1.9733465118333697,0.000175,1.884375810623169,1.3178993463516235,0.8171712160110474,0.5451060320293721,0.045473020523786545,0.030794546008110046,0.6254186630249023,0.3146515744427232,1.9328250885009766,1.189758539199829,0.8570980429649353,0.3884273835998699,4.030712127685547,2.989227771759033,0.6178826093673706,0.51104429669875
42,0.13971481680209005,0.5138532519340515,1.9547505881637335,0.000175,1.8163336515426636,1.2173110246658325,0.8301361799240112,0.5083036955012138,0.0434548482298851,0.030843442305922508,0.6579299569129944,0.25562543389982884,1.8153854608535767,1.1557890176773071,0.8739360570907593,0.4632097384839549,4.143828392028809,3.072502613067627,0.5961344838142395,0.5108684323205199
43,0.1339327666543548,0.4928663671016693,1.8041298547759652,0.000175,1.6563798189163208,1.1585166454315186,0.8587366342544556,0.5967981319824306,0.04398900642991066,0.03018353506922722,0.6494686603546143,0.46375418711429683,1.7872110605239868,1.1978687047958374,0.8778187036514282,0.48995457252136443,3.7289395332336426,2.4912166595458984,0.6729576587677002,0.6457095132554529
44,0.1312531948144687,0.5029603838920593,1.8710193280130625,0.000175,1.7416009902954102,1.1619399785995483,0.8438266515731812,0.6544344130822799,0.04342970997095108,0.029093945398926735,0.6583256721496582,0.5075485323441342,1.9522621631622314,1.1474058628082275,0.8542094230651855,0.5101099296937919,3.7467844486236572,2.4947967529296875,0.6698200702667236,0.6915866673897362
45,0.1295867414659581,0.49797606468200684,1.8152311267331243,0.000175,1.6102036237716675,1.0696483850479126,0.866503119468689,0.6749752520747405,0.04504041746258736,0.030173365026712418,0.6325118541717529,0.43258650733657766,1.7588005065917969,1.1553876399993896,0.8816723823547363,0.5080111461371517,3.8468799591064453,2.525279998779297,0.6519428491592407,0.7161725074662995
46,0.12124395837349725,0.4849477708339691,1.769224719144404,0.000175,1.689115285873413,1.0936279296875,0.8530978560447693,0.7135362220782808,0.04285699501633644,0.030342895537614822,0.6672776341438293,0.4578633078792008,1.8489515781402588,1.1079021692276,0.8692312240600586,0.4916547044527211,3.4959750175476074,2.432945966720581,0.7125449776649475,0.7402307544081727
47,0.11305123865053526,0.5186996459960938,1.9478381294757128,0.000175,1.771854043006897,1.155548334121704,0.8383538126945496,0.6980836959412586,0.04384005814790726,0.029970694333314896,0.6518384218215942,0.5494301020454443,2.157609224319458,1.2840641736984253,0.8219267725944519,0.4880433897295636,3.818049192428589,2.5899879932403564,0.6571403741836548,0.7252471093829709
48,0.11200904526684068,0.4991968274116516,1.9037047335878015,0.000175,1.7284952402114868,1.1276969909667969,0.8461682796478271,0.7544303124924945,0.041192296892404556,0.027780646458268166,0.6926236152648926,0.5751176212598371,2.0894851684570312,1.1710134744644165,0.8329941630363464,0.4667038027290878,3.755646228790283,2.543593168258667,0.668256402015686,0.7547923249256221
49,0.09578990156791567,0.48751479387283325,1.8403093162924051,0.000175,1.7316453456878662,1.083818793296814,0.8456070423126221,0.7267142489204759,0.04147956520318985,0.028680453076958656,0.6883214712142944,0.5443019860579205,1.774611473083496,1.05966317653656,0.8795353770256042,0.5092891763476198,3.8135008811950684,2.469200372695923,0.6579568386077881,0.7625303575677449
50,0.09557530630978991,0.48980310559272766,1.7967321015894413,0.000175,1.5932912826538086,0.9705998301506042,0.869292676448822,0.7363984572582455,0.04409398138523102,0.02886679209768772,0.6477936506271362,0.5907249307870834,1.6605138778686523,1.0298058986663818,0.894527792930603,0.49333138628847273,3.8890292644500732,2.5336294174194336,0.6442739367485046,0.7416142208502491
51,0.11360253228731935,0.5086764097213745,1.7620718264952302,0.000175,1.5361053943634033,0.9262641668319702,0.8785068988800049,0.7467978432093372,0.04880884662270546,0.03239637240767479,0.5684455633163452,0.49035702222577626,1.7701796293258667,1.0361764430999756,0.880136251449585,0.5337241759679449,3.6931934356689453,2.366922378540039,0.6791977882385254,0.6946115346952935
52,0.10294390132378739,0.5082745552062988,1.9580068653449416,0.000175,1.7427890300750732,1.0986220836639404,0.8436135053634644,0.7426005713147589,0.04204383119940758,0.029517462477087975,0.6797839403152466,0.5820646342223408,1.9721895456314087,1.2543509006500244,0.8512179851531982,0.48767991324768745,4.075005054473877,2.6481215953826904,0.6094383597373962,0.7407700718347447
53,0.09113561947332513,0.4916900396347046,1.7635364849120378,0.000175,1.6497931480407715,1.1381604671478271,0.8598579168319702,0.7335377468049575,0.0449225977063179,0.03115558624267578,0.6344318985939026,0.5850100738398888,1.7511550188064575,1.0290426015853882,0.8826988935470581,0.485780455503689,3.6082751750946045,2.46879243850708,0.6937806606292725,0.7277092106781919
54,0.08450965657003927,0.4994584023952484,1.8964206324890256,8.75e-05,1.738293170928955,1.0519742965698242,0.8444193601608276,0.7217666267430681,0.04235925152897835,0.027698177844285965,0.6749612092971802,0.6014036162530942,1.8172259330749512,1.0916409492492676,0.8736803531646729,0.450241835614435,3.9878041744232178,2.6270718574523926,0.6259747743606567,0.7337706695811881
55,0.07696859541309518,0.4859313666820526,1.8135087164118886,8.75e-05,1.699865460395813,1.0918142795562744,0.851222038269043,0.7289184028762878,0.04189883545041084,0.029631782323122025,0.6819887757301331,0.5894927747717745,1.8292585611343384,1.0729038715362549,0.8720020055770874,0.4712882964198493,3.683012008666992,2.4720020294189453,0.6809641122817993,0.7488129360657998
56,0.06920296435765991,0.49002477526664734,1.822062337771058,8.75e-05,1.655709981918335,1.024815559387207,0.85885089635849,0.7399977937711938,0.04257044941186905,0.028818901628255844,0.6717119812965393,0.5994204318094064,1.8945634365081787,1.1209144592285156,0.8626997470855713,0.4617441075086476,3.6954054832458496,2.4206974506378174,0.6788133978843689,0.7419425010229452
57,0.06344004694282898,0.4799601137638092,1.8098793551325798,8.75e-05,1.6703704595565796,1.0125986337661743,0.856340229511261,0.7467274978703218,0.04089662432670593,0.029350385069847107,0.6970203518867493,0.6170695998763077,1.8092626333236694,1.0729153156280518,0.8747850060462952,0.46541404747081727,3.7189877033233643,2.446016550064087,0.6747009754180908,0.7569847675075568
58,0.06885499489285368,0.47039633989334106,1.7593809477984905,8.75e-05,1.6460778713226318,1.0549488067626953,0.8604884147644043,0.7428585042244816,0.040465518832206726,0.029334714636206627,0.7033743262290955,0.6285814575050511,1.7656430006027222,1.0294322967529297,0.8807498812675476,0.4596922241432172,3.5853374004364014,2.464268445968628,0.6976615786552429,0.7529281625163834
59,0.06463394969591592,0.4733019769191742,1.7831495087593794,8.75e-05,1.6533540487289429,1.0428553819656372,0.8592522740364075,0.7158224455962773,0.04006277769804001,0.0277694258838892,0.7092493772506714,0.6284289048555367,1.8671687841415405,1.1350549459457397,0.866641640663147,0.48220431592393886,3.572012424468994,2.421252727508545,0.6999046802520752,0.7410045576723848
60,0.055193225603530016,0.4744489789009094,1.7450241707265377,8.75e-05,1.6341475248336792,1.0739355087280273,0.8625033497810364,0.7276170141045052,0.0414801687002182,0.029518673196434975,0.6883124113082886,0.6305763767679322,1.85914146900177,1.0882909297943115,0.8677858710289001,0.4848424516794923,3.4453275203704834,2.3673291206359863,0.7208135724067688,0.7398907499435944
61,0.05294599123781137,0.47195684909820557,1.8027576263993979,8.75e-05,1.6176875829696655,0.9776997566223145,0.8652592897415161,0.7513468417989915,0.03952827304601669,0.028124887496232986,0.716955840587616,0.629449834125364,1.8237383365631104,1.0718438625335693,0.8727733492851257,0.4333577667788937,3.730076313018799,2.4431049823760986,0.6727582812309265,0.7535026528186015
62,0.05056203973381444,0.4650549590587616,1.7502148980274796,8.75e-05,1.5978327989578247,1.0062682628631592,0.8685464859008789,0.7795904954136248,0.039690230041742325,0.02856513299047947,0.7146316766738892,0.6205783108151397,1.796915054321289,1.0611647367477417,0.8764882683753967,0.4259944367589493,3.5664215087890625,2.3802380561828613,0.7008433938026428,0.767888358957821
63,0.05050154168041709,0.4692178964614868,1.7702632090076804,8.75e-05,1.633266806602478,0.9574519991874695,0.862651526927948,0.779707737645317,0.03948276862502098,0.028628980740904808,0.7176071405410767,0.6308932168861546,1.9012196063995361,1.0499458312988281,0.8617333173751831,0.43006302834640264,3.5070836544036865,2.346360921859741,0.7107152938842773,0.762506908983981
64,0.062080408310493565,0.47153565287590027,1.8279553828760982,8.75e-05,1.700636625289917,1.0225021839141846,0.8510869741439819,0.7461647351581997,0.03781862184405327,0.027412032708525658,0.7409104704856873,0.644341319681812,1.9339672327041626,1.161797046661377,0.8569291234016418,0.42779087744074146,3.6393990516662598,2.4180355072021484,0.6884752511978149,0.7602910178182821
65,0.048095403111741195,0.468044251203537,1.8003079714253545,8.75e-05,1.6722967624664307,0.9948013424873352,0.8560086488723755,0.7497640716711478,0.03807048872113228,0.027820268645882607,0.73744797706604,0.6401285195913747,1.9156607389450073,1.0957553386688232,0.8596248626708984,0.42080024058245985,3.5752038955688477,2.346698522567749,0.6993682384490967,0.7804802484390938
66,0.04015137322673956,0.4655197262763977,1.7487496677786112,8.75e-05,1.6172195672988892,0.9904678463935852,0.8653372526168823,0.7622620935695286,0.039345718920230865,0.028041649609804153,0.7195641994476318,0.6463479737638864,1.8989077806472778,1.0475404262542725,0.8620693683624268,0.4198387866626582,3.439525604248047,2.327176094055176,0.7217531204223633,0.7897072661502313
67,0.041970651331676136,0.4742427468299866,1.8076107138767838,8.75e-05,1.6565470695495605,1.0058633089065552,0.8587081432342529,0.7531171994975426,0.03941509500145912,0.02638985589146614,0.7185742855072021,0.6616267083537172,1.905521035194397,1.0904719829559326,0.8611069321632385,0.4061673809249908,3.6289596557617188,2.4277682304382324,0.6902598142623901,0.783481667160887
68,0.03630821402709718,0.46757772564888,1.7865873603150249,8.75e-05,1.6414529085159302,0.9830377697944641,0.8612712621688843,0.7548172118570785,0.03789700195193291,0.026418859139084816,0.7398353815078735,0.6672828912049449,2.050304651260376,1.115548849105835,0.8391985893249512,0.4175993025323885,3.4166948795318604,2.2856123447418213,0.7254347205162048,0.7880306924111047
69,0.026070764401924146,0.4313124716281891,1.5389508362859488,8.75e-05,1.3305385112762451,0.9444705843925476,0.9088483452796936,0.7623324389085439,0.03890874236822128,0.02690785564482212,0.7257586717605591,0.6535531527486453,1.8549398183822632,1.1461371183395386,0.8683828115463257,0.43110655760082156,2.9314162731170654,2.0506982803344727,0.797889769077301,0.8147855264858388
70,0.02817864063266465,0.4287942349910736,1.5130897089838982,8.75e-05,1.2832770347595215,0.9022984504699707,0.9152088761329651,0.759811730927163,0.0398310124874115,0.02653065323829651,0.7126036286354065,0.6305294374911585,1.7126771211624146,1.0738089084625244,0.8877971172332764,0.42371977748527223,3.016573667526245,2.072258710861206,0.7859766483306885,0.826122916735737
71,0.03033410222054409,0.4372170567512512,1.522387740202248,8.75e-05,1.3540087938308716,0.9540289044380188,0.9056042432785034,0.780598778606177,0.04073833301663399,0.027424748986959457,0.6993612051010132,0.6557945032145882,1.7849663496017456,1.0750434398651123,0.8781254291534424,0.4393492662059504,2.909837484359741,2.1219046115875244,0.8008543848991394,0.8322547213900254
72,0.017089752704180543,0.42507705092430115,1.5361684039235115,8.75e-05,1.3455733060836792,0.9320026636123657,0.9067767262458801,0.7914319608145297,0.0385301411151886,0.026881689205765724,0.7310696840286255,0.677809024021441,1.636654257774353,1.0352710485458374,0.8975370526313782,0.42824564593702147,3.123915910720825,2.182286500930786,0.7704739570617676,0.8123937709419099
73,0.030056761250643545,0.42813652753829956,1.608305781148374,8.75e-05,1.4319473505020142,0.9455124139785767,0.8944243788719177,0.7663890201250914,0.03667008504271507,0.02550509013235569,0.7564083337783813,0.6955403358226963,1.695496916770935,1.025551199913025,0.8900368809700012,0.4203781388615713,3.269108772277832,2.2049427032470703,0.7486423850059509,0.8088061376260165
74,0.023854354296616396,0.4455898404121399,1.626172854565084,8.75e-05,1.4514931440353394,1.006516933441162,0.8915225267410278,0.7965788947858139,0.0388372503221035,0.02664828673005104,0.726765513420105,0.6957163581105975,1.9393922090530396,1.1595191955566406,0.8561253547668457,0.44324198207636684,3.0749688148498535,2.1397650241851807,0.7776103019714355,0.8275181074696956
75,0.019047122469340587,0.4277150332927704,1.569399575702846,8.75e-05,1.3653268814086914,0.9345023036003113,0.9040195345878601,0.8053603379395541,0.037443798035383224,0.0249031912535429,0.7460206747055054,0.709164460906255,1.8124463558197021,1.0884631872177124,0.874343991279602,0.5059358126761164,3.0623812675476074,2.108407735824585,0.7794272899627686,0.8455852412598645
76,0.02020933524517828,0.42080411314964294,1.5412251902744174,8.75e-05,1.3531899452209473,0.928005039691925,0.9057183861732483,0.8275660166220429,0.03649638220667839,0.025584613904356956,0.7587106227874756,0.7130838905168566,1.8558032512664795,1.0704017877578735,0.8682602643966675,0.5155972520653429,2.9194111824035645,2.024287700653076,0.7995418310165405,0.8463942173997228
77,0.018913230874236544,0.42373931407928467,1.5463462295010686,8.75e-05,1.3231995105743408,0.9137889742851257,0.9098511338233948,0.8010223753669454,0.03745286539196968,0.026267191395163536,0.745897650718689,0.6932520460799797,1.7932446002960205,1.0300443172454834,0.8769923448562622,0.5353774077080916,3.0314879417419434,2.0788052082061768,0.783855140209198,0.8326767958977775
