name,SMILES,doi,pce,voc,jsc,ff,pce_from_voc_jsc_ff,pce_abs_error,target_flag
Cbz-2Ph,O=P(O)(O)CCCCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,10.1039/D4EE04479G,18.28,0.85,27.85,77.2,18.27517,0.004830000000001888,False
Cbz-2Ph,O=P(O)(O)CCCCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,10.1039/D4EE04479G,18.04,0.866,28.02,74.28,18.024279695999997,0.015720304000002017,False
Cbz-2Ph,O=P(O)(O)CCCCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,10.1039/D4EE04479G,19.1,0.873,28.29,77.3,19.090912409999998,0.009087590000003587,False
Cbz-2Ph,O=P(O)(O)CCCCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,10.1039/D4EE04479G,15.96,0.837,28.53,66.82,15.956355401999996,0.0036445980000046063,False
Cbz-2Ph,O=P(O)(O)CCCCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,10.1039/D4EE04479G,18.77,0.858,28.57,76.54,18.762296124000002,0.007703875999997223,False
Cbz-2Ph,O=P(O)(O)CCCCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,10.1039/D4EE04479G,17.52,0.867,28.99,69.75,17.531195174999997,0.011195174999997448,False
Cbz-2Ph,O=P(O)(O)CCCCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,10.1039/D4EE04479G,17.76,0.869,28.71,71.18,17.758691082000002,0.0013089179999994371,False
4Cl-PACz,O=P(O)(O)CCn1c2c(Cl)cc(Cl)cc2c2cc(Cl)cc(Cl)c21,10.1016/j.cej.2022.140138,16.8,0.85,25.2,78.3,16.771859999999997,0.02814000000000405,False
4Cl-PACz,O=P(O)(O)CCn1c2c(Cl)cc(Cl)cc2c2cc(Cl)cc(Cl)c21,10.1016/j.cej.2022.140138,18.2,0.9,25.6,78.8,18.155520000000003,0.04447999999999652,False
Me-4PACz,Cc1ccc2c(c1)c1ccc(C)cc1n2CCCCP(=O)(O)O,10.1063/5.0215972,17.06,0.826,27.08,76.26,17.057897808,0.002102191999998837,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1063/5.0215972,15.67,0.813,27.03,71.29,15.666255531000001,0.003744468999999029,False
Br-2PACz,O=P(O)(O)CCn1c2ccc(Br)cc2c2cc(Br)ccc21,10.1016/j.joule.2024.03.009,17.7,0.858,27.9,73.6,17.618515199999997,0.08148480000000191,False
Me-4PACz,Cc1ccc2c(c1)c1ccc(C)cc1n2CCCCP(=O)(O)O,10.1002/smll.202411457,18.73,0.901,26.57,78.21,18.723137697,0.006862303000001901,False
Me-4PACz,Cc1ccc2c(c1)c1ccc(C)cc1n2CCCCP(=O)(O)O,10.1002/smll.202411457,17.37,0.886,26.17,74.86,17.357503732,0.012496267999999588,False
Me-4PACz,Cc1ccc2c(c1)c1ccc(C)cc1n2CCCCP(=O)(O)O,10.1002/smll.202411457,18.04,0.899,26.06,76.95,18.027799830000003,0.012200169999996291,False
Me-4PACz,Cc1ccc2c(c1)c1ccc(C)cc1n2CCCCP(=O)(O)O,10.1002/smll.202411457,19.32,0.916,26.85,78.54,19.316598840000005,0.0034011599999956843,False
Me-4PACz,Cc1ccc2c(c1)c1ccc(C)cc1n2CCCCP(=O)(O)O,10.1002/smll.202411457,18.01,0.892,26.57,75.91,17.991004004,0.018995996000001014,False
Me-4PACz,Cc1ccc2c(c1)c1ccc(C)cc1n2CCCCP(=O)(O)O,10.1002/smll.202411457,20.42,0.907,27.23,82.6,20.40022586,0.01977414000000266,False
Me-4PACz,Cc1ccc2c(c1)c1ccc(C)cc1n2CCCCP(=O)(O)O,10.1002/smll.202411457,20.2,0.911,27.07,81.93,20.204568861,0.0045688609999992025,False
Me-4PACz,Cc1ccc2c(c1)c1ccc(C)cc1n2CCCCP(=O)(O)O,10.1002/smll.202411457,18.49,0.859,28.13,76.48,18.480374816,0.009625183999997233,False
Me-4PACz,Cc1ccc2c(c1)c1ccc(C)cc1n2CCCCP(=O)(O)O,10.1002/smll.202411457,17.8,0.866,27.04,75.97,17.789621408,0.01037859200000213,False
Me-4PACz,Cc1ccc2c(c1)c1ccc(C)cc1n2CCCCP(=O)(O)O,10.1002/smll.202411457,18.33,0.891,26.64,77.21,18.326750904,0.0032490959999975644,False
Me-4PACz,Cc1ccc2c(c1)c1ccc(C)cc1n2CCCCP(=O)(O)O,10.1002/smll.202411457,18.49,0.898,26.51,77.67,18.490104666,0.00010466600000214044,False
Me-4PACz,Cc1ccc2c(c1)c1ccc(C)cc1n2CCCCP(=O)(O)O,10.1002/smll.202411457,18.28,0.897,26.53,76.82,18.281170362,0.0011703619999998693,False
Br-2EPO,O=P(O)(O)CCN1c2ccc(Br)cc2Oc2cc(Br)ccc21,10.1002/adfm.202208793,17.21,0.853,27.42,73.65,17.22618999,0.016189990000000876,False
Br-2EPT,O=P(O)(O)CCN1c2ccc(Br)cc2Sc2cc(Br)ccc21,10.1002/adfm.202208793,17.46,0.853,27.62,74.22,17.486128091999998,0.026128091999996883,False
Br-2EPSe,O=P(O)(O)CCN1c2ccc(Br)cc2[Se]c2cc(Br)ccc21,10.1002/adfm.202208793,17.91,0.855,27.87,75.12,17.900232120000002,0.009767879999998286,False
JJ25,OP(O)(=O)CCCCN1C2=C(C3=CC=CC=C3C(Br)=C2)C2=C1C=C(Br)C1=CC=CC=C12,10.1002/adfm.202303653,18.16,0.86,28.07,75.23,18.16067246,0.000672460000000541,False
JJ25,OP(O)(=O)CCCCN1C2=C(C3=CC=CC=C3C(Br)=C2)C2=C1C=C(Br)C1=CC=CC=C12,10.1002/adfm.202303653,16.03,0.84,27.34,69.82,16.034581919999997,0.004581919999996131,False
JJ25,OP(O)(=O)CCCCN1C2=C(C3=CC=CC=C3C(Br)=C2)C2=C1C=C(Br)C1=CC=CC=C12,10.1002/adfm.202303653,8.8,0.98,13.42,66.9,8.798420400000001,0.0015795999999994592,False
JJ25,OP(O)(=O)CCCCN1C2=C(C3=CC=CC=C3C(Br)=C2)C2=C1C=C(Br)C1=CC=CC=C12,10.1002/adfm.202303653,16.59,0.86,27.49,70.2,16.596262799999998,0.0062627999999982364,False
3-Br-2PACz,C1=CC2=C(C=C1Br)C3=C(N2CCP(=O)(O)O)C=CC=C3,10.1002/adfm.202406060,19.35,0.862,28.26,79.42,19.346807304000002,0.0031926959999992732,False
Br-2PACz,O=P(O)(O)CCn1c2ccc(Br)cc2c2cc(Br)ccc21,10.1002/adfm.202406060,18.32,0.846,27.6,78.42,18.31075632,0.009243680000000865,False
Cl-2PACz,ClC1=CC2=C(N(CCP(O)(O)=O)C3=C2C=C(Cl)C=C3)C=C1,10.1002/adfm.202406060,18.21,0.852,27.13,78.79,18.212119404,0.002119403999998326,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/adfm.202406060,18.31,0.853,27.5,78.07,18.31327025,0.003270249999999919,False
Me-4PACz,Cc1ccc2c(c1)c1ccc(C)cc1n2CCCCP(=O)(O)O,10.1002/adfm.202406060,17.97,0.846,27.85,76.27,17.97005097,5.097000000020557e-05,False
4PADCB,C1=CC=C2C(=C1)C=CC3=C2C4=C(N3CCCCP(=O)(O)O)C=CC5=CC=CC=C54,10.1002/adfm.202406060,18.43,0.855,27.49,78.41,18.429447194999998,0.0005528050000016549,False
3-Br-2PACz,C1=CC2=C(C=C1Br)C3=C(N2CCP(=O)(O)O)C=CC=C3,10.1002/adfm.202406060,18.6,0.894,26.41,78.77,18.598022357999998,0.001977642000003499,False
3-Br-2PACz,C1=CC2=C(C=C1Br)C3=C(N2CCP(=O)(O)O)C=CC=C3,10.1002/adfm.202406060,17.36,0.847,26.49,78.1,17.52332043,0.16332042999999885,False
3-Br-2PACz,C1=CC2=C(C=C1Br)C3=C(N2CCP(=O)(O)O)C=CC=C3,10.1002/adfm.202406060,17.51,0.851,27.28,75.52,17.532179455999998,0.022179455999996378,False
3-Br-2PACz,C1=CC2=C(C=C1Br)C3=C(N2CCP(=O)(O)O)C=CC=C3,10.1002/adfm.202406060,17.83,0.84,27.88,76.14,17.83137888,0.0013788800000007484,False
3-Br-2PACz,C1=CC2=C(C=C1Br)C3=C(N2CCP(=O)(O)O)C=CC=C3,10.1002/adfm.202406060,13.35,0.856,19.95,78.14,13.344124079999999,0.005875920000001145,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/adfm.202417786,18.54,0.88,26.5,79.5,18.5394,0.0005999999999986017,False
PPh-2PACz,O=P(O)(O)CCn1c2cc(-c3ccc([*])cc3)ccc2c2ccc(-c3ccc([*])cc3)cc21,10.1002/adfm.202417786,19.63,0.888,27.36,80.8,19.63090944,0.0009094400000009273,False
Ph-2PACz,O=P(O)(O)CCn1c2cc(-c3ccccc3)ccc2c2ccc(-c3ccccc3)cc21,10.1002/adfm.202417786,18.54,0.887,26.68,78.4,18.553485440000003,0.013485440000003734,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/adfm.202417786,18.78,0.861,27.45,79.5,18.78938775,0.009387749999998363,False
PPh-2PACz,O=P(O)(O)CCn1c2cc(-c3ccc([*])cc3)ccc2c2ccc(-c3ccc([*])cc3)cc21,10.1002/adfm.202417786,19.53,0.863,28.25,80.3,19.57693925,0.046939249999997656,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/adfm.202417786,18.82,0.903,26.62,78.3,18.82164438,0.0016443799999983355,False
PPh-2PACz,O=P(O)(O)CCn1c2cc(-c3ccc([*])cc3)ccc2c2ccc(-c3ccc([*])cc3)cc21,10.1002/adfm.202417786,19.44,0.905,27.06,79.4,19.4445042,0.004504199999999514,False
t-Bu-3PACz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2CCCP(=O)(O)O,10.1002/adfm.202418223,17.6,0.844,28.8,72.5,17.62272,0.02271999999999963,False
Ph-3PACz,O=P(O)(O)CCCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,10.1002/adfm.202418223,19.2,0.85,28.7,78.5,19.150075,0.04992499999999822,False
Bz-3PACz,O=P(O)(O)CCCn1c2ccc3ccccc3c2c2c3ccccc3ccc21,10.1002/adfm.202418223,18.4,0.846,28.2,77.2,18.4177584,0.01775840000000173,False
Ph-3PACz,O=P(O)(O)CCCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,10.1002/adfm.202418223,18.6,0.885,26.9,78.2,18.616683000000002,0.016683000000000447,False
Ph-3PACz,O=P(O)(O)CCCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,10.1002/adfm.202418223,17.6,0.852,27.2,76.0,17.612544,0.012543999999998334,False
JJ36,O=P(O)(O)CCCCn1c2cc(-c3ccccc3)ccc2c2ccc(-c3ccccc3)cc21,10.1002/adfm.202423178,19.22,0.84,29.29,78.13,19.22279268,0.0027926800000024343,False
JJ37,O=P(O)(O)c1ccc(-n2c3cc(-c4ccccc4)ccc3c3ccc(-c4ccccc4)cc32)cc1,10.1002/adfm.202423178,19.7,0.847,29.37,79.21,19.704588518999998,0.00458851899999857,False
JJ36,O=P(O)(O)CCCCn1c2cc(-c3ccccc3)ccc2c2ccc(-c3ccccc3)cc21,10.1002/adfm.202423178,16.5,0.844,25.31,77.24,16.499730735999997,0.0002692640000034885,False
JJ37,O=P(O)(O)c1ccc(-n2c3cc(-c4ccccc4)ccc3c3ccc(-c4ccccc4)cc32)cc1,10.1002/adfm.202423178,17.0,0.848,25.85,77.57,17.00396456,0.003964560000000006,False
JJ36,O=P(O)(O)CCCCn1c2cc(-c3ccccc3)ccc2c2ccc(-c3ccccc3)cc21,10.1002/adfm.202423178,18.84,0.851,28.5,77.69,18.84254415,0.002544149999998524,False
JJ37,O=P(O)(O)c1ccc(-n2c3cc(-c4ccccc4)ccc3c3ccc(-c4ccccc4)cc32)cc1,10.1002/adfm.202423178,19.25,0.852,28.96,78.03,19.253059776,0.0030597760000006247,False
JJ36,O=P(O)(O)CCCCn1c2cc(-c3ccccc3)ccc2c2ccc(-c3ccccc3)cc21,10.1002/adfm.202423178,5.72,0.728,15.49,50.72,5.719552384,0.000447615999999762,False
JJ37,O=P(O)(O)c1ccc(-n2c3cc(-c4ccccc4)ccc3c3ccc(-c4ccccc4)cc32)cc1,10.1002/adfm.202423178,6.23,0.728,15.93,53.75,6.233409,0.0034089999999995513,False
JJ37,O=P(O)(O)c1ccc(-n2c3cc(-c4ccccc4)ccc3c3ccc(-c4ccccc4)cc32)cc1,10.1002/adfm.202423178,16.21,0.832,28.27,68.92,16.210425088,0.0004250880000000734,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/adfm.202505515,19.0,0.857,28.5,77.8,19.002260999999997,0.002260999999997182,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/adfm.202505515,18.2,0.836,28.4,76.9,18.2579056,0.057905600000001556,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/adfm.202505515,18.7,0.89,26.9,78.8,18.865508,0.1655079999999991,False
Cbz-2Ph,O=P(O)(O)CCCCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,10.1002/adfm.202512687,18.9,0.89,27.0,78.9,18.959670000000003,0.05967000000000411,False
Cbz-2Ph,O=P(O)(O)CCCCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,10.1002/adfm.202512687,20.3,0.89,27.9,81.6,20.262096,0.03790400000000105,False
Cbz-2Ph,O=P(O)(O)CCCCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,10.1002/adfm.202512687,19.6,0.89,27.4,80.4,19.606344,0.006343999999998573,False
Cbz-2Ph,O=P(O)(O)CCCCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,10.1002/adfm.202512687,18.3,0.89,26.5,77.4,18.254790000000003,0.04520999999999731,False
Cbz-2Ph,O=P(O)(O)CCCCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,10.1002/adfm.202512687,18.6,0.89,26.9,77.5,18.554275,0.045725000000000904,False
4PADCB,C1=CC=C2C(=C1)C=CC3=C2C4=C(N3CCCCP(=O)(O)O)C=CC5=CC=CC=C54,10.1002/adfm.202512687,18.6,0.89,26.8,78.1,18.628411999999997,0.028411999999995885,False
4PADCB,C1=CC=C2C(=C1)C=CC3=C2C4=C(N3CCCCP(=O)(O)O)C=CC5=CC=CC=C54,10.1002/adfm.202512687,19.5,0.89,27.4,79.8,19.460028,0.039971999999998786,False
Br-2PACz,O=P(O)(O)CCn1c2ccc(Br)cc2c2cc(Br)ccc21,10.1002/adfm.202512687,19.9,0.89,27.9,80.3,19.939293,0.03929300000000069,False
Br-2PACz,O=P(O)(O)CCn1c2ccc(Br)cc2c2cc(Br)ccc21,10.1002/adma.202400342,18.65,0.85,27.63,79.69,18.715594949999996,0.06559494999999771,False
CBSA,O=S(=O)(O)c1ccc(Cl)cc1,10.1002/adma.201600197,8.1,0.772,16.415,63.7,8.07230606,0.027693939999998918,False
CBSA,O=S(=O)(O)c1ccc(Cl)cc1,10.1002/adma.201600197,8.3,0.782,16.79,63.3,8.311150739999999,0.011150739999997938,False
CBSA,O=S(=O)(O)c1ccc(Cl)cc1,10.1002/adma.201600197,9.0,0.802,16.414,68.6,9.030523208,0.03052320799999997,False
CBSC,O=S(=O)(Cl)c1ccc(Cl)cc1,10.1002/adma.201600197,8.8,0.803,16.731,65.2,8.759615436,0.04038456400000001,False
CBSA,O=S(=O)(O)c1ccc(Cl)cc1,10.1002/adma.201600197,9.2,0.798,16.406,69.9,9.151299612,0.04870038799999854,False
CBSA,O=S(=O)(O)c1ccc(Cl)cc1,10.1002/adma.201600197,8.3,0.789,16.397,64.3,8.318640818999999,0.018640818999998032,False
CBSA,O=S(=O)(O)c1ccc(Cl)cc1,10.1002/adma.201600197,8.0,0.788,15.86,63.8,7.97351984,0.026480160000000197,False
CBSA,O=S(=O)(O)c1ccc(Cl)cc1,10.1002/adma.201600197,7.8,0.788,15.462,64.3,7.834348007999999,0.034348007999999375,False
CBSA,O=S(=O)(O)c1ccc(Cl)cc1,10.1002/adma.201600197,7.6,0.787,15.796,61.2,7.608048624,0.008048624000000615,False
CBA,O=C(O)c1ccc(Cl)cc1,10.1002/adma.201600197,8.6,0.795,16.325,65.9,8.552749125,0.04725087499999958,False
FBA,O=C(O)c1ccc(F)cc1,10.1002/adma.201600197,7.1,0.716,16.123,61.9,7.1457780920000005,0.045778092000000825,False
BA,O=C(O)c1ccccc1,10.1002/adma.201600197,6.1,0.655,15.158,60.9,6.04645041,0.05354958999999937,False
CBSC,O=S(=O)(Cl)c1ccc(Cl)cc1,10.1002/adma.201600197,9.1,0.801,16.727,68.1,9.124260687000001,0.024260687000001724,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/adma.202400342,19.19,0.86,28.21,78.42,19.025162520000002,0.1648374799999992,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/adma.202400342,20.17,0.88,28.4,80.86,20.208531199999996,0.038531199999994215,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/adma.202400342,18.27,0.87,26.68,78.35,18.1862886,0.08371139999999855,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/adma.202400342,17.82,0.84,27.86,75.92,17.76710208,0.05289791999999949,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/adma.202400342,19.41,0.85,28.09,81.32,19.4163698,0.006369799999998094,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/adma.202400342,17.24,0.82,27.76,76.11,17.32507152,0.08507152000000318,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/adma.202400342,18.78,0.85,27.91,79.2,18.789012,0.009011999999998466,False
Cl-2PACz,ClC1=CC2=C(N(CCP(O)(O)=O)C3=C2C=C(Cl)C=C3)C=C1,10.1002/adma.202400342,18.91,0.85,27.57,80.4,18.841338,0.06866199999999978,False
Cl-2PACz,ClC1=CC2=C(N(CCP(O)(O)=O)C3=C2C=C(Cl)C=C3)C=C1,10.1002/adma.202400342,18.52,0.84,28.18,77.77,18.409092239999996,0.11090776000000346,False
Cl-2PACz,ClC1=CC2=C(N(CCP(O)(O)=O)C3=C2C=C(Cl)C=C3)C=C1,10.1002/adma.202400342,18.06,0.85,26.94,78.88,18.0627312,0.0027312000000030423,False
Br-2PACz,O=P(O)(O)CCn1c2ccc(Br)cc2c2cc(Br)ccc21,10.1002/adma.202400342,17.84,0.85,26.97,77.78,17.830676099999998,0.009323900000001828,False
Br-2PACz,O=P(O)(O)CCn1c2ccc(Br)cc2c2cc(Br)ccc21,10.1002/adma.202400342,18.15,0.85,27.15,78.51,18.118145249999998,0.03185475000000082,False
Br-2PACz,O=P(O)(O)CCn1c2ccc(Br)cc2c2cc(Br)ccc21,10.1002/adma.202400342,18.32,0.88,26.09,79.7,18.2984824,0.02151759999999925,False
Me-4PACz,Cc1ccc2c(c1)c1ccc(C)cc1n2CCCCP(=O)(O)O,10.1002/adma.202400342,19.38,0.85,28.45,80.4,19.442729999999997,0.0627299999999984,False
Me-4PACz,Cc1ccc2c(c1)c1ccc(C)cc1n2CCCCP(=O)(O)O,10.1002/adma.202400342,16.97,0.81,27.26,76.67,16.929196020000003,0.04080397999999619,False
Me-4PACz,Cc1ccc2c(c1)c1ccc(C)cc1n2CCCCP(=O)(O)O,10.1002/adma.202400342,17.38,0.82,27.34,77.13,17.291620439999996,0.08837956000000347,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/adma.202400342,19.22,0.89,27.73,80.66,19.90664602,0.6866460200000013,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/adma.202400342,17.17,0.83,26.72,76.97,17.070098719999997,0.09990128000000453,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/adma.202400342,17.34,0.85,26.55,77.1,17.3995425,0.059542499999999166,False
Cl-2PACz,ClC1=CC2=C(N(CCP(O)(O)=O)C3=C2C=C(Cl)C=C3)C=C1,10.1002/adma.202400342,18.73,0.881,26.41,80.45,18.718470445,0.011529554999999192,False
Cl-2PACz,ClC1=CC2=C(N(CCP(O)(O)=O)C3=C2C=C(Cl)C=C3)C=C1,10.1002/adma.202400342,18.22,0.87,26.42,78.86,18.12628644,0.09371355999999764,False
Cl-2PACz,ClC1=CC2=C(N(CCP(O)(O)=O)C3=C2C=C(Cl)C=C3)C=C1,10.1002/adma.202400342,18.46,0.87,26.66,79.21,18.372125819999997,0.08787418000000358,False
Br-2PACz,O=P(O)(O)CCn1c2ccc(Br)cc2c2cc(Br)ccc21,10.1002/adma.202400342,18.32,0.87,26.69,78.48,18.223291440000004,0.09670855999999617,False
Br-2PACz,O=P(O)(O)CCn1c2ccc(Br)cc2c2cc(Br)ccc21,10.1002/adma.202400342,18.15,0.85,27.15,78.51,18.118145249999998,0.03185475000000082,False
Br-2PACz,O=P(O)(O)CCn1c2ccc(Br)cc2c2cc(Br)ccc21,10.1002/aenm.202401262,16.69,0.857,26.4,73.76,16.68805248,0.0019475200000016457,False
Me-4PACz,Cc1ccc2c(c1)c1ccc(C)cc1n2CCCCP(=O)(O)O,10.1002/adma.202400342,19.06,0.89,26.65,80.82,19.169291699999995,0.10929169999999644,False
Me-4PACz,Cc1ccc2c(c1)c1ccc(C)cc1n2CCCCP(=O)(O)O,10.1002/adma.202400342,17.21,0.84,26.81,76.83,17.30242332,0.0924233199999982,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/adma.202400342,19.03,0.92,25.75,80.4,19.046760000000003,0.01676000000000144,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/adma.202400342,10.49,0.86,15.12,80.85,10.5130872,0.023087199999999086,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/adma.202400342,7.11,0.85,10.56,78.74,7.067702400000001,0.04229759999999949,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/adma.202502485,19.34,0.9,26.4,81.4,19.34064,0.0006400000000006401,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/adma.202502485,20.2,0.885,28.43,80.3,20.203921649999998,0.0039216499999987775,False
2PAThCz,O=P(O)(O)CCn1c2cc(-c3ccsc3)ccc2c2ccc(-c3ccsc3)cc21,10.1002/adma.202502485,19.52,0.896,26.87,81.1,19.52524672,0.005246719999998817,False
2PAThCz,O=P(O)(O)CCn1c2cc(-c3ccsc3)ccc2c2ccc(-c3ccsc3)cc21,10.1002/adma.202502485,20.27,0.888,28.22,80.9,20.27302224,0.003022239999999954,False
4PAThCz,O=P(O)(O)CCCCn1c2cc(-c3ccsc3)ccc2c2ccc(-c3ccsc3)cc21,10.1002/adma.202502485,19.79,0.899,26.85,82.0,19.793283000000002,0.0032830000000032555,False
4PAThCz,O=P(O)(O)CCCCn1c2cc(-c3ccsc3)ccc2c2ccc(-c3ccsc3)cc21,10.1002/adma.202502485,20.78,0.89,28.65,81.5,20.7812775,0.0012775000000004866,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/advs.202404725,16.28,0.854,25.73,74.97,16.473472974,0.19347297399999874,False
Cl-2PACz,ClC1=CC2=C(N(CCP(O)(O)=O)C3=C2C=C(Cl)C=C3)C=C1,10.1002/advs.202410277,18.62,0.88,27.32,77.44,18.617815039999996,0.0021849600000045655,False
2Cl-3PACz,O=P(O)(O)CCCn1c2ccc(Cl)cc2c2cc(Cl)ccc21,10.1002/advs.202410277,16.61,0.873,26.76,71.1,16.61001228,1.2279999999975644e-05,False
2Cl-4PACz,O=P(O)(O)CCCCn1c2ccc(Cl)cc2c2cc(Cl)ccc21,10.1002/advs.202410277,15.21,0.871,27.03,64.57,15.201799041,0.008200959000001617,False
2Cl-5PACz,O=P(O)(O)CCCCCn1c2ccc(Cl)cc2c2cc(Cl)ccc21,10.1002/advs.202410277,13.27,0.858,26.94,57.38,13.263111576000002,0.006888423999997784,False
Cl-2PACz,ClC1=CC2=C(N(CCP(O)(O)=O)C3=C2C=C(Cl)C=C3)C=C1,10.1002/advs.202410277,18.06,0.859,28.31,74.25,18.056330324999998,0.003669675000001149,False
2Cl-3PACz,O=P(O)(O)CCCn1c2ccc(Cl)cc2c2cc(Cl)ccc21,10.1002/advs.202410277,15.43,0.851,28.34,64.82,15.632859787999998,0.20285978799999782,False
2Cl-4PACz,O=P(O)(O)CCCCn1c2ccc(Cl)cc2c2cc(Cl)ccc21,10.1002/advs.202410277,15.2,0.847,28.78,62.39,15.208598174,0.00859817400000118,False
2Cl-5PACz,O=P(O)(O)CCCCCn1c2ccc(Cl)cc2c2cc(Cl)ccc21,10.1002/advs.202410277,12.64,0.838,28.16,53.57,12.641491455999999,0.0014914559999983368,False
Cl-2PACz,ClC1=CC2=C(N(CCP(O)(O)=O)C3=C2C=C(Cl)C=C3)C=C1,10.1002/advs.202410277,16.95,0.844,27.89,72.02,16.952903032,0.002903031999998973,False
2Cl-3PACz,O=P(O)(O)CCCn1c2ccc(Cl)cc2c2cc(Cl)ccc21,10.1002/advs.202410277,14.05,0.834,27.77,60.68,14.053597223999997,0.0035972239999964017,False
2Cl-4PACz,O=P(O)(O)CCCCn1c2ccc(Cl)cc2c2cc(Cl)ccc21,10.1002/advs.202410277,13.75,0.826,28.07,59.3,13.74919126,0.0008087400000000855,False
2Cl-5PACz,O=P(O)(O)CCCCCn1c2ccc(Cl)cc2c2cc(Cl)ccc21,10.1002/advs.202410277,11.76,0.817,28.49,50.49,11.752219017,0.007780982999999964,False
F-2PACz,O=P(O)(O)CCn1c2cc(F)ccc2c2ccc(F)cc21,10.1002/aenm.202202503,17.7,0.846,26.8,78.2,17.7301296,0.0301296000000022,False
"2,7-diCl-2PACz",O=P(O)(O)CCn1c2cc(Cl)ccc2c2ccc(Cl)cc21,10.1002/aenm.202202503,18.5,0.863,26.96,79.4,18.473585120000003,0.026414879999997254,False
Br-2PACz,O=P(O)(O)CCn1c2ccc(Br)cc2c2cc(Br)ccc21,10.1002/cssc.202100707,18.4,0.864,27.1,78.6,18.4037184,0.0037184000000003437,False
I-2PACz,O=P(O)(O)CCn1c2cc(I)ccc2c2ccc(I)cc21,10.1002/aenm.202202503,18.2,0.858,26.85,78.8,18.1533924,0.04660759999999797,False
"2,7-diCl-2PACz",O=P(O)(O)CCn1c2cc(Cl)ccc2c2ccc(Cl)cc21,10.1002/aenm.202202503,18.9,0.866,27.18,80.1,18.85384188,0.04615811999999764,False
"2,7-diCl-2PACz",O=P(O)(O)CCn1c2cc(Cl)ccc2c2ccc(Cl)cc21,10.1002/aenm.202202503,12.9,0.856,20.26,74.4,12.902864640000002,0.0028646400000020833,False
"2,7-diCl-2PACz",O=P(O)(O)CCn1c2cc(Cl)ccc2c2ccc(Cl)cc21,10.1002/aenm.202202503,10.6,1.088,16.45,59.2,10.5953792,0.004620799999999647,False
Cl-2PACz,ClC1=CC2=C(N(CCP(O)(O)=O)C3=C2C=C(Cl)C=C3)C=C1,10.1002/aenm.202303354,18.17,0.84,28.42,76.0,18.143328,0.02667200000000136,False
"4,5-Cl-2PACz",O=P(O)(O)CCn1c2cccc(Cl)c2c2c(Cl)cccc21,10.1002/aenm.202303354,18.67,0.842,28.69,77.17,18.641941466000002,0.02805853399999947,False
