feature,target,score,signed_score
SMR_VSA4,ff,0.04641229412144584,-0.04641229412144584
Bit_421,ff,0.046383348851690515,-0.046383348851690515
Bit_866,ff,0.04621438884257602,-0.04621438884257602
Bit_512,ff,0.04548113805455909,-0.04548113805455909
Bit_841,ff,0.04548113805455909,-0.04548113805455909
PEOE_VSA11,ff,0.04413757380743325,-0.04413757380743325
fr_methoxy,ff,0.04413433253373691,-0.04413433253373691
Bit_35,ff,0.04377786249222838,0.04377786249222838
Bit_468,ff,0.04315607105220593,0.04315607105220593
Bit_695,ff,0.04170769580286317,-0.04170769580286317
Bit_763,ff,0.040509034792585136,0.040509034792585136
PEOE_VSA5,ff,0.03943155304293267,0.03943155304293267
Bit_772,ff,0.03880550340205996,0.03880550340205996
fr_aniline,ff,0.03868622141678386,-0.03868622141678386
Bit_390,ff,0.03789999308967689,0.03789999308967689
Bit_4,ff,0.03769133781777594,-0.03769133781777594
Bit_596,ff,0.0375072638879913,0.0375072638879913
Bit_392,ff,0.03729290422362005,0.03729290422362005
