canonical_smiles,name,pce_mean,pce_group,record_count,anchor_rule,backbone_rule,spacer_rule,x_base,y_base,z_base,x_plot,y_plot,z_plot
O=P(O)(O)CCn1c2cccc(Cl)c2c2c(Cl)cccc21,"4,5-Cl-2PACz",18.796666666666667,high,3,P-acid,Substituted PACz,Short C2,0,1,0,-0.0665015438437407,0.8496897679182942,-0.052051176016879495
O=P(O)(O)CCn1c2ccccc2c2c3ccccc3ccc21,BZCz,18.7,high,1,P-acid,PACz core,Short C2,0,2,0,-0.023732315313039376,1.9886133855618564,-0.05755750121032243
O=P(O)(O)CCn1c2ccccc2c2cc(Br)ccc21,3-Br-2PACz,17.333333333333332,middle,6,P-acid,Substituted PACz,Short C2,0,1,0,0.05882156962201769,0.9256309911698306,0.014161433428183552
O=P(O)(O)CCn1c2ccccc2c2cc(Cl)ccc21,1Cl-PACz,19.0,high,1,P-acid,Substituted PACz,Short C2,0,1,0,-0.12091242962346442,0.9629392400843748,0.05910696333397242
O=P(O)(O)CCn1c2ccccc2c2cc3c(cc21)c1ccccc1n3CCP(=O)(O)O,2PACz-D1,19.44,high,1,P-acid,PACz core,Short C2,0,2,0,0.030409655048210017,1.9386197455282688,0.0007998238892461532
O=P(O)(O)CCn1c2ccccc2c2ccc(Br)cc21,2-Br-2PACz,19.515,high,2,P-acid,Substituted PACz,Short C2,0,1,0,0.016641492163259455,0.993401621202321,0.09302724133058926
O=P(O)(O)CCn1c2ccccc2c2ccc(C(F)(F)F)cc21,1CF3-2PACz,17.39,middle,1,P-acid,PACz core,Short C2,0,2,0,-0.041590496898775614,1.8769590126050357,0.05997557877965688
O=P(O)(O)CCn1c2ccccc2c2ccc(Cl)cc21,1Cl-2PACz,19.575000000000003,high,2,P-acid,Substituted PACz,Short C2,0,1,0,-0.10122404980719182,0.8973068328226307,0.058927404682304334
O=P(O)(O)CCn1c2ccccc2c2ccc(F)cc21,1F-2PACz,17.62,middle,1,P-acid,Substituted PACz,Short C2,0,1,0,0.005049065539970867,1.1490472978419808,0.03878815509268654
O=P(O)(O)CCn1c2ccccc2c2ccc(I)cc21,1I-2PACz,18.72,high,1,P-acid,PACz core,Short C2,0,2,0,-0.03706448963446617,1.9098804193108179,0.16293571702422596
